"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene Type","Input ID"
"Tb927.7.5740","Tb927.7.5740:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,548,216..1,549,998(+)","Mitoribosomal LSU assembly factor 22","protein coding","Tb927.7.5740"
"Tb927.7.5750","Tb927.7.5750:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,550,176..1,553,737(+)","Anaphase promoting complex-associated Protein AP2","protein coding","Tb927.7.5750"
"Tb927.7.5760","Tb927.7.5760:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,554,131..1,554,807(+)","mRNA transport regulator MTR2, putative","protein coding","Tb927.7.5760"
"Tb927.7.5770","Tb927.7.5770:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,555,531..1,557,662(+)","Nuclear Dbf2-related kinase","protein coding","Tb927.7.5770"
"Tb927.7.5780","Tb927.7.5780:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,560,341..1,561,887(+)","thioredoxin, putative","protein coding","Tb927.7.5780"
"Tb927.7.5790","Tb927.7.5790:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,562,282..1,563,816(+)","protein disulfide isomerase, putative","protein coding","Tb927.7.5790"
"Tb927.7.5795","Tb927.7.5795:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,564,490..1,566,599(+)","hypothetical protein","protein coding","NTCDS.Tb7.NT.66"
"Tb927.7.580","Tb927.7.580:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:117,749..120,783(-)","GTP-binding protein, putative","protein coding","Tb927.7.580"
"Tb927.7.5800","Tb927.7.5800:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,568,307..1,569,432(+)","hypothetical protein","protein coding","Tb927.7.5800"
"Tb927.7.5810","Tb927.7.5810:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,570,164..1,571,029(+)","Protein of unknown function (DUF1637), putative","protein coding","Tb927.7.5810"
"Tb927.7.5820","Tb927.7.5820:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,571,446..1,573,382(+)","Monooxygenase, putative","protein coding","Tb927.7.5820"
"Tb927.7.5830","Tb927.7.5830:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,573,532..1,574,146(+)","hypothetical protein, conserved","protein coding","Tb927.7.5830"
"Tb927.7.5840","Tb927.7.5840:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,574,433..1,575,681(+)","hypothetical protein, conserved","protein coding","Tb927.7.5840"
"Tb927.7.5850","Tb927.7.5850:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,576,252..1,578,514(+)","hypothetical protein, conserved","protein coding","Tb927.7.5850"
"Tb927.7.5870","Tb927.7.5870:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,580,107..1,580,933(+)","hypothetical protein, conserved","protein coding","Tb927.7.5870"
"Tb927.7.5880","Tb927.7.5880:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,581,144..1,582,407(+)","cis-prenyltransferase-like protein","protein coding","Tb927.7.5880"
"Tb927.7.5890","Tb927.7.5890:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,582,863..1,584,960(+)","hypothetical protein, conserved","protein coding","Tb927.7.5890"
"Tb927.7.590","Tb927.7.590:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:120,895..122,626(-)","hypothetical protein, conserved","protein coding","Tb927.7.590"
"Tb927.7.5900","Tb927.7.5900:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,585,200..1,586,783(+)","Autophagy-related protein 8.1","protein coding","Tb927.7.5900"
"Tb927.7.5910","Tb927.7.5910:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,586,854..1,588,266(+)","Autophagy-related protein 8.2","protein coding","Tb927.7.5910"
"Tb927.7.5920","Tb927.7.5920:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,588,378..1,589,956(+)","mercaptopyruvate sulfurtransferase, putative","protein coding","Tb927.7.5920"
"Tb927.7.5930","Tb927.7.5930:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,590,092..1,592,710(+)","Protein Associated with Differentiation 1","protein coding","Tb927.7.5930"
"Tb927.7.5940","Tb927.7.5940:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,592,849..1,595,615(+)","Protein Associated with Differentiation","protein coding","Tb927.7.5940"
"Tb927.7.5950","Tb927.7.5950:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,599,147..1,601,050(+)","protein associated with differentiation 3, putative","protein coding","Tb927.7.5950"
"Tb927.7.5960","Tb927.7.5960:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,602,473..1,604,416(+)","protein associated with differentiation 4, putative","protein coding","Tb927.7.5960"
"Tb927.7.5970","Tb927.7.5970:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,605,716..1,608,543(+)","protein associated with differentiation 5, putative","protein coding","Tb927.7.5970"
"Tb927.7.5980","Tb927.7.5980:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,608,682..1,610,646(+)","protein associated with differentiation 6, putative","protein coding","Tb927.7.5980"
"Tb927.7.5990","Tb927.7.5990:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,611,940..1,614,755(+)","protein associated with differentiation 7, putative","protein coding","Tb927.7.5990"
"Tb927.7.600","Tb927.7.600:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:122,740..125,076(-)","mitochondrial DNA ligase homolog, LIG k-beta","protein coding","Tb927.7.600"
"Tb927.7.6000","Tb927.7.6000:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,614,894..1,616,858(+)","protein associated with differentiation 8, putative","protein coding","Tb927.7.6000"
"Tb927.7.6010","Tb927.7.6010:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,617,583..1,619,909(+)","hypothetical protein","protein coding","Tb927.7.6010"
"Tb927.7.6020","Tb927.7.6020:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,620,711..1,621,789(+)","hypothetical protein","protein coding","Tb927.7.6020"
"Tb927.7.6030","Tb927.7.6030:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,624,431..1,626,189(-)","hypothetical protein","protein coding","Tb927.7.6030"
"Tb927.7.6040","Tb927.7.6040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,625,243..1,630,618(-)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.7.6040"
"Tb927.7.6050","Tb927.7.6050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,630,781..1,637,174(-)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.7.6050"
"Tb927.7.6060","Tb927.7.6060:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,639,890..1,643,734(-)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.7.6060"
"Tb927.7.6070","Tb927.7.6070:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,643,896..1,652,403(-)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.7.6070"
"Tb927.7.6080","Tb927.7.6080:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,653,761..1,657,305(-)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.7.6080"
"Tb927.7.6090","Tb927.7.6090:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,658,831..1,661,608(-)","eukaryotic translation initiation factor 3 subunit a","protein coding","Tb927.7.6090"
"Tb927.7.610","Tb927.7.610:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:126,093..127,785(-)","mitochondrial DNA ligase homolog, LIG k-alpha","protein coding","Tb927.7.610"
"Tb927.7.6100","Tb927.7.6100:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,661,386..1,664,325(-)","hypothetical protein","protein coding","Tb927.7.6100"
"Tb927.7.6110","Tb927.7.6110:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,665,485..1,666,348(-)","Protein of unknown function (DUF3522), putative","protein coding","Tb927.7.6110"
"Tb927.7.6130","Tb927.7.6130:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,666,990..1,667,849(-)","Protein of unknown function (DUF3522), putative","protein coding","Tb927.7.6130"
"Tb927.7.6150","Tb927.7.6150:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,668,491..1,669,347(-)","Protein of unknown function (DUF3522), putative","protein coding","Tb927.7.6150"
"Tb927.7.6170","Tb927.7.6170:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,669,989..1,670,852(-)","Protein of unknown function (DUF3522), putative","protein coding","Tb927.7.6170"
"Tb927.7.6180","Tb927.7.6180:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,672,102..1,673,136(-)","hypothetical protein, conserved","protein coding","Tb927.7.6180"
"Tb927.7.6190","Tb927.7.6190:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,673,349..1,677,961(-)","Ring finger domain containing protein, putative","protein coding","Tb927.7.6190"
"Tb927.7.620","Tb927.7.620:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:127,953..129,249(-)","hypothetical protein, conserved","protein coding","Tb927.7.620"
"Tb927.7.6200","Tb927.7.6200:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,677,633..1,679,493(-)","chaperone protein DnaJ, putative","protein coding","Tb927.7.6200"
"Tb927.7.6210","Tb927.7.6210:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,679,417..1,681,190(-)","hypothetical protein, conserved","protein coding","Tb927.7.6210"
"Tb927.7.6220","Tb927.7.6220:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,685,832..1,688,801(-)","calcium/calmodulin-dependent protein kinase, putative","protein coding","Tb927.7.6220"
"Tb927.7.6230","Tb927.7.6230:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,689,691..1,690,348(-)","ADP-ribosylation factor, putative","protein coding","Tb927.7.6230"
"Tb927.7.6240","Tb927.7.6240:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,690,594..1,692,433(-)","hypothetical protein, conserved","protein coding","Tb927.7.6240"
"Tb927.7.6250","Tb927.7.6250:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,692,566..1,694,380(-)","Centrosomal protein of 120 kDa, putative","protein coding","Tb927.7.6250"
"Tb927.7.6260","Tb927.7.6260:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,694,544..1,696,970(-)","TPR repeat, putative","protein coding","Tb927.7.6260"
"Tb927.7.6270","Tb927.7.6270:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,697,116..1,698,904(-)","peptidase t, putative","protein coding","Tb927.7.6270"
"Tb927.7.6280","Tb927.7.6280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,699,434..1,701,781(-)","Domain of unknown function (DUF3508), putative","protein coding","Tb927.7.6280"
"Tb927.7.6290","Tb927.7.6290:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,701,954..1,706,156(-)","kinesin, putative","protein coding","Tb927.7.6290"
"Tb927.7.630","Tb927.7.630:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:129,429..130,420(-)","hypothetical protein, conserved","protein coding","Tb927.7.630"
"Tb927.7.6300","Tb927.7.6300:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,707,369..1,710,948(-)","WD domain, G-beta repeat, putative","protein coding","Tb927.7.6300"
"Tb927.7.6310","Tb927.7.6310:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,711,093..1,716,072(-)","polo-like protein kinase","protein coding","Tb927.7.6310"
"Tb927.7.6320","Tb927.7.6320:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,716,663..1,720,256(-)","BTB/POZ domain/Regulator of chromosome condensation (RCC1) repeat, putative","protein coding","Tb927.7.6320"
"Tb927.7.6330","Tb927.7.6330:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,720,421..1,721,918(-)","hypothetical protein","protein coding","Tb927.7.6330"
"Tb927.7.6340","Tb927.7.6340:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,721,825..1,725,242(-)","hypothetical protein, conserved","protein coding","Tb927.7.6340"
"Tb927.7.6350","Tb927.7.6350:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,725,170..1,727,446(-)","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial","protein coding","Tb927.7.6350"
"Tb927.7.6360","Tb927.7.6360:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,727,189..1,729,717(-)","histone H2A variant Z","protein coding","Tb927.7.6360"
"Tb927.7.6370","Tb927.7.6370:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,729,876..1,731,709(-)","Zinc finger, C3HC4 type (RING finger), putative","protein coding","Tb927.7.6370"
"Tb927.7.6380","Tb927.7.6380:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,731,920..1,732,644(-)","ssm4 protein, putative","protein coding","Tb927.7.6380"
"Tb927.7.6390","Tb927.7.6390:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,733,200..1,736,279(-)","SUMO-interacting motif-containing protein","protein coding","Tb927.7.6390"
"Tb927.7.640","Tb927.7.640:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:130,909..133,498(-)","hypothetical protein, conserved","protein coding","Tb927.7.640"
"Tb927.7.6400","Tb927.7.6400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,736,437..1,737,085(-)","hypothetical protein, conserved","protein coding","Tb927.7.6400"
"Tb927.7.6410","Tb927.7.6410:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,737,194..1,741,824(-)","hypothetical protein, conserved","protein coding","Tb927.7.6410"
"Tb927.7.6420","Tb927.7.6420:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,741,962..1,742,811(-)","hypothetical protein, conserved","protein coding","Tb927.7.6420"
"Tb927.7.6430","Tb927.7.6430:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,746,219..1,746,856(-)","hypothetical protein","protein coding","Tb927.7.6430"
"Tb927.7.6440","Tb927.7.6440:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,748,201..1,750,850(+)","vesicle transport v-SNARE protein, putative","protein coding","Tb927.7.6440"
"Tb927.7.6450","Tb927.7.6450:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,751,046..1,752,956(+)","tRNA-dihydrouridine synthase 3, putative","protein coding","Tb927.7.6450"
"Tb927.7.6460","Tb927.7.6460.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,753,104..1,755,739(+)","Defective in exine formation 1 homolog, putative","protein coding","Tb927.7.6460"
"Tb927.7.6460","Tb927.7.6460.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,753,104..1,755,739(+)","Defective in exine formation 1 homolog, putative","protein coding","Tb927.7.6460"
"Tb927.7.6465","Tb927.7.6465:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,756,008..1,756,323(+)","hypothetical protein","protein coding","NTCDS.Tb7.NT.82"
"Tb927.7.6470","Tb927.7.6470:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,756,895..1,759,008(+)","metallo-peptidase, Clan MK, Family M67","protein coding","Tb927.7.6470"
"Tb927.7.6480","Tb927.7.6480:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,758,295..1,762,165(+)","hypothetical protein, conserved","protein coding","Tb927.7.6480"
"Tb927.7.6490","Tb927.7.6490:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,762,274..1,763,670(+)","hypothetical protein, conserved","protein coding","Tb927.7.6490"
"Tb927.7.650","Tb927.7.650:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:133,137..137,242(-)","Nucleolar protein 105","protein coding","Tb927.7.650"
"Tb927.7.6500","Tb927.7.6500:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,763,786..1,770,756(+)","variant surface glycoprotein (VSG), putative","protein coding","Tb927.7.6500"
"Tb927.7.6510","Tb927.7.6510:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,771,157..1,772,990(+)","variant surface glycoprotein, degenerate","protein coding","Tb927.7.6510"
"Tb927.7.6520","Tb927.7.6520:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,774,828..1,776,380(+)","variant surface glycoprotein, frameshift","protein coding","Tb927.7.6520"
"Tb927.7.6530","Tb927.7.6530:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,778,327..1,779,929(+)","variant surface glycoprotein, degenerate","protein coding","Tb927.7.6530"
"Tb927.7.6540","Tb927.7.6540:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,781,216..1,782,885(+)","variant surface glycoprotein (VSG, atypical), putative","protein coding","Tb927.7.6540"
"Tb927.7.6550","Tb927.7.6550:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,790,087..1,792,657(-)","hypothetical protein, conserved","protein coding","Tb927.7.6550"
"Tb927.7.6560","Tb927.7.6560:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,792,806..1,794,025(-)","hypothetical protein, conserved","protein coding","Tb927.7.6560"
"Tb927.7.6570","Tb927.7.6570:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,794,180..1,795,450(-)","Enriched in surface-labeled proteome protein 17","protein coding","Tb927.7.6570"
"Tb927.7.6580","Tb927.7.6580.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,796,133..1,799,366(-)","hypothetical protein","protein coding","Tb927.7.6580"
"Tb927.7.6580","Tb927.7.6580.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,796,133..1,799,366(-)","hypothetical protein","protein coding","Tb927.7.6580"
"Tb927.7.6590","Tb927.7.6590:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,799,441..1,803,078(-)","hypothetical protein, conserved","protein coding","Tb927.7.6590"
"Tb927.7.660","Tb927.7.660:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:137,493..139,104(-)","Cupin-like domain containing protein, putative","protein coding","Tb927.7.660"
"Tb927.7.6600","Tb927.7.6600:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,803,229..1,804,560(-)","Nonvariant coat protein SGM1.7","protein coding","Tb927.7.6600"
"Tb927.7.6610","Tb927.7.6610:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,805,099..1,808,274(-)","hypothetical protein, conserved","protein coding","Tb927.7.6610"
"Tb927.7.6620","Tb927.7.6620.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,808,744..1,811,133(-)","Probable N6-adenine methyltransferase, putative","protein coding","Tb927.7.6620"
"Tb927.7.6620","Tb927.7.6620.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,808,744..1,811,133(-)","Probable N6-adenine methyltransferase, putative","protein coding","Tb927.7.6620"
"Tb927.7.6630","Tb927.7.6630:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,810,731..1,816,131(-)","Kinetochore interacting protein 5","protein coding","Tb927.7.6630"
"Tb927.7.6640","Tb927.7.6640:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,815,954..1,822,347(-)","hypothetical protein, conserved","protein coding","Tb927.7.6640"
"Tb927.7.6650","Tb927.7.6650:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,823,741..1,827,213(-)","Colon cancer-associated protein Mic1-like, putative","protein coding","Tb927.7.6650"
"Tb927.7.6660","Tb927.7.6660:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,827,734..1,828,519(-)","chaperone protein DnaJ, putative","protein coding","Tb927.7.6660"
"Tb927.7.6670","Tb927.7.6670:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,828,658..1,838,990(-)","hypothetical protein, conserved","protein coding","Tb927.7.6670"
"Tb927.7.6680","Tb927.7.6680:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,842,413..1,845,259(-)","STE/STE11 serine/threonine-protein kinase, putative","protein coding","Tb927.7.6680"
"Tb927.7.6690","Tb927.7.6690:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,845,605..1,850,188(-)","Trypanosoma specific protein, unknown function","protein coding","Tb927.7.6690"
"Tb927.7.670","Tb927.7.670:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:139,412..143,433(-)","hypothetical protein, conserved","protein coding","Tb927.7.670"
"Tb927.7.6700","Tb927.7.6700:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,851,696..1,854,461(-)","hypothetical protein","protein coding","Tb927.7.6700"
"Tb927.7.6710","Tb927.7.6710:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,854,675..1,855,979(-)","hypothetical protein","protein coding","Tb927.7.6710"
"Tb927.7.6720","Tb927.7.6720:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,856,413..1,858,052(-)","hypothetical protein, conserved","protein coding","Tb927.7.6720"
"Tb927.7.6730","Tb927.7.6730:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,858,216..1,860,699(-)","hypothetical protein, conserved","protein coding","Tb927.7.6730"
"Tb927.7.6740","Tb927.7.6740:mRNA","Trypanosoma brucei brucei TREU927","Tb927_07_v5.1:1,860,825..1,864,136(-)","ATPase family associated with various cellular activities (AAA), putative","protein coding","Tb927.7.6740"
