"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa781aa","Tb927.1.1420","6.25","5.62","4444.00","3595.00","conserved protein, unknown function","PG382"
"aa782aa","Tb927.1.1500","6.20","3.62","4325.00","824.00","conserved protein, unknown function","PG383"
"aa783aa","Tb927.1.1530","5.74","3.58","3211.00","464.00","STE group serine/threonine-protein kinase, putative","PG384"
"aa784aa","Tb11.v5.0534","5.74","3.58","3211.00","464.00","protein kinase, putative","PG384"
"aa785aa","Tb927.1.1540","5.95","5.57","3738.00","3505.00","Tubulin/FtsZ family, putative","PG385"
"aa786aa","Tb927.1.1550","5.18","4.96","1979.00","2526.00","tubulin-tyrosine ligase, putative","PG386"
"aa787aa","Tb927.1.1580","5.32","6.20","2241.00","4912.00","electron transport protein SCO1/2, putative","PG387"
"aa788aa","Tb927.1.1600","3.23","3.62","98.00","835.00","pseudouridine synthase TruD, putative","PG388"
"aa789aa","Tb11.v5.0688","3.23","3.62","98.00","835.00","tRNA pseudouridine synthase D (TruD), putative","PG388"
"aa78aa","Tb927.7.2150","5.09","5.24","1833.00","2910.00","SUMO-interacting motif-containing protein","PG35"
"aa790aa","Tb927.1.1610","5.39","5.52","2391.00","3406.00","hypothetical protein, conserved","PG389"
"aa791aa","Tb927.1.1620","5.74","5.67","3223.00","3707.00","ATP-dependent DEAD/H RNA helicase, putative","PG390"
"aa792aa","Tb11.v5.0529","5.74","5.67","3223.00","3707.00","ATP-dependent DEAD/H RNA helicase, putative","PG390"
"aa793aa","Tb927.1.1630","6.07","6.43","4050.00","5322.00","transcription elongation factor 1 homolog","PG391"
"aa794aa","Tb927.1.1670","6.81","6.13","5486.00","4767.00","ARM-like helical domain-containing protein","PG392"
"aa795aa","Tb927.1.1680","6.02","4.70","3911.00","2300.00","Transcription elongation factor 1 domain-containing protein","PG393"
"aa796aa","Tb927.1.1690","4.50","4.95","1165.00","2510.00","RNA-editing nuclease 1","PG394"
"aa797aa","Tb927.1.1700","5.84","5.86","3438.00","4166.00","AATF protein, putative","PG395"
"aa798aa","Tb927.1.1710","5.92","5.20","3665.00","2843.00","transmembrane protein, conserved","PG396"
"aa799aa","Tb927.1.1720","5.76","6.49","3262.00","5410.00","cyclophilin 15, putative","PG397"
"aa79aa","Tb927.7.2140","6.58","6.57","5133.00","5521.00","zinc finger protein family member, putative","PG36"
"aa7aa","Tb05.5K5.500","7.51","3.53","6247.00","142.00","expression site-associated gene 3 (ESAG3), degenerate","PG1"
"aa800aa","Tb927.1.1730","6.15","6.06","4194.00","4593.00","Polyadenylation mediator complex protein PAMC1, putative","PG398"
"aa801aa","Tb927.1.1750","5.61","5.25","2890.00","2922.00","conserved protein, unknown function","PG399"
"aa802aa","Tb927.1.1770","5.55","5.94","2725.00","4345.00","Dithiol glutaredoxin 2","PG400"
"aa803aa","Tb927.1.1790","5.82","5.88","3398.00","4223.00","hypothetical PIN domain-containing protein, conserved","PG401"
"aa804aa","Tb927.1.180","7.30","7.29","6094.00","6240.00","retrotransposon hot spot protein 1 (RHS1), putative","PG402"
"aa805aa","Tb927.1.1820","5.35","3.60","2301.00","678.00","hypothetical PIN domain-containing protein","PG403"
"aa806aa","Tb927.1.1840","3.33","3.65","462.00","1079.00","conserved protein, unknown function","PG404"
"aa807aa","Tb927.1.1880","4.90","4.07","1553.00","2087.00","WD40 repeat-containing protein","PG405"
"aa808aa","Tb927.1.1890","4.84","3.66","1485.00","1175.00","Replication Factor C Subunit 1-related protein","PG406"
"aa809aa","Tb927.1.190","7.17","6.81","5957.00","5823.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG407"
"aa80aa","Tb07.11L3.90","6.58","6.57","5133.00","5521.00","zinc finger protein family member, putative","PG36"
"aa810aa","Tb927.1.1910","5.18","3.78","1982.00","1700.00","MORN repeat-containing protein","PG408"
"aa811aa","Tb927.1.1920","4.58","3.72","1235.00","1482.00","conserved protein, unknown function","PG409"
"aa812aa","Tb927.1.1930","5.22","4.95","2043.00","2499.00","phosphatidylinositol 3-kinase, putative","PG410"
"aa813aa","Tb927.1.1960","6.10","5.65","4097.00","3672.00","chaperone protein DnaJ, putative","PG411"
"aa814aa","Tb927.1.1980","4.84","5.14","1483.00","2746.00","protein transport protein YIF1, putative","PG412"
"aa815aa","Tb927.1.1990","5.66","3.89","3019.00","1905.00","Pre-mRNA-splicing factor 38, putative","PG413"
"aa816aa","Tb927.1.2100","7.15","6.88","5934.00","5904.00","Calpain-like protein 1.1","PG414"
"aa817aa","Tb927.1.2110","3.26","6.20","182.00","4927.00","Calpain-like protein 1.2","PG415"
"aa818aa","Tb927.1.2120","6.48","6.24","4971.00","4983.00","Calpain-like protein CALP1.3","PG416"
"aa819aa","Tb927.1.2160","3.39","4.23","597.00","2132.00","Small kinetoplastid calpain-related protein 1-5","PG417"
"aa81aa","Tb09.v4.0009","3.59","5.77","853.00","3924.00","receptor-type adenylate cyclase, putative","PG37"
"aa820aa","Tb927.1.2190","5.45","4.67","2519.00","2281.00","Raptor N-terminal CASPase like domain containing protein, putative","PG418"
"aa821aa","Tb927.1.220","5.48","3.63","2587.00","955.00","retrotransposon hot spot protein 1 (RHS1), putative","PG419"
"aa822aa","Tb927.1.2210","6.72","6.15","5360.00","4805.00","nucleosome assembly protein (NAP), putative","PG420"
"aa823aa","Tb927.1.2230","7.27","8.11","6060.00","6562.00","small myristoylated protein 1-1","PG421"
"aa824aa","Tb927.1.2260","7.73","7.98","6348.00","6531.00","small myristoylated protein 1-2","PG422"
"aa825aa","Tb927.1.2320","3.33","3.70","446.00","1408.00","Cardiolipin-dependent protein 35kDa","PG423"
"aa826aa","Tb927.1.2400","9.47","8.74","6641.00","6634.00","alpha tubulin","PG424"
"aa827aa","Tb927.1.2380","9.47","8.74","6641.00","6634.00","alpha tubulin","PG424"
"aa828aa","Tb927.1.2360","9.47","8.74","6641.00","6634.00","alpha tubulin","PG424"
"aa829aa","Tb927.1.2340","9.47","8.74","6641.00","6634.00","alpha tubulin","PG424"
"aa82aa","Tb927.9.15660","3.59","5.77","853.00","3924.00","procyclic-enriched flagellar receptor adenylate cyclase 6","PG37"
"aa830aa","Tb927.1.240","5.47","5.27","2552.00","2954.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG425"
"aa831aa","Tb927.1.2550","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa832aa","Tb927.1.2530","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa833aa","Tb927.1.2510","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa834aa","Tb927.1.2490","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa835aa","Tb927.1.2470","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa836aa","Tb927.1.2450","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa837aa","Tb927.1.2430","8.64","8.58","6612.00","6629.00","histone H3, putative","PG426"
"aa838aa","Tb927.1.2570","7.02","6.37","5784.00","5201.00","coatomer beta subunit","PG427"
"aa839aa","Tb927.1.2580","6.15","5.84","4190.00","4106.00","exosome-associated protein 1","PG428"
"aa83aa","Tb09.v4.0010","4.67","3.62","1317.00","887.00","variant surface glycoprotein (VSG), pseudogene","PG38"
"aa840aa","Tb927.1.2600","5.96","5.12","3750.00","2724.00","pumilio/PUF RNA binding protein 9","PG429"
"aa841aa","Tb927.1.2640","4.07","3.55","992.00","228.00","hypothetical protein, conserved","PG430"
"aa842aa","Tb927.1.2670","7.53","6.75","6266.00","5771.00","paralyzed flagella 16","PG431"
"aa843aa","Tb927.1.2710","3.31","3.47","367.00","14.00","hypothetical protein, conserved","PG432"
"aa844aa","Tb927.1.2730","6.13","5.65","4165.00","3659.00","conserved protein, unknown function","PG433"
"aa845aa","Tb927.1.2750","7.90","7.44","6428.00","6298.00","hypothetical protein, conserved","PG434"
"aa846aa","Tb927.1.2770","4.59","5.13","1249.00","2741.00","hypothetical protein, conserved","PG435"
"aa847aa","Tb927.1.2850","3.30","5.56","321.00","3489.00","pteridine transporter, putative","PG436"
"aa848aa","Tb927.1.2880","3.30","5.56","321.00","3489.00","pteridine transporter, putative","PG436"
"aa849aa","Tb927.1.2820","3.30","5.56","321.00","3489.00","pteridine transporter, putative","PG436"
"aa84aa","Tb927.9.15680","4.67","3.62","1317.00","887.00","expression site-associated gene 6 (ESAG6)","PG38"
"aa850aa","Tb927.1.2970","6.22","6.19","4382.00","4907.00","hypothetical protein, conserved","PG437"
"aa851aa","Tb927.1.2980","3.59","4.81","851.00","2367.00","hypothetical protein, conserved","PG438"
"aa852aa","Tb927.1.2985","3.57","3.57","845.00","386.00","ER protein Pkr1, putative","PG439"
"aa853aa","Tb927.1.2990","4.95","5.23","1623.00","2888.00","kinetoplast ribosomal PPR-repeat containing protein 2","PG440"
"aa854aa","Tb927.1.3000","6.75","6.34","5404.00","5167.00","amidohydrolase, putative","PG441"
"aa855aa","Tb927.1.3010","6.27","6.17","4480.00","4850.00","mRNA processing protein, putative","PG442"
"aa856aa","Tb927.1.3030","5.82","5.59","3395.00","3537.00","KREL2","PG443"
"aa857aa","Tb927.1.3040","3.29","3.65","289.00","1111.00","hypothetical protein, conserved","PG444"
"aa858aa","Tb927.1.3050","5.87","5.17","3535.00","2792.00","tRNA (Uracil-5-)-methyltransferase, putative","PG445"
"aa859aa","Tb927.1.3070","6.09","6.46","4076.00","5369.00","hypothetical protein, conserved","PG446"
"aa85aa","Tb927.9.15850","6.12","3.61","4154.00","747.00","hypothetical protein","PG39"
"aa860aa","Tb927.1.3110","6.93","6.72","5665.00","5732.00","soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative","PG447"
"aa861aa","Tb927.1.3120","3.83","3.63","938.00","913.00","Peptidase C50 separase, putative","PG448"
"aa862aa","Tb927.1.3150","3.42","6.17","664.00","4853.00","hypothetical protein, conserved","PG449"
"aa863aa","Tb927.1.3170","6.37","7.06","4714.00","6063.00","CHORD, putative","PG450"
"aa864aa","Tb927.1.3180","7.13","7.24","5912.00","6205.00","40S ribosomal protein S11, putative","PG451"
"aa865aa","Tb927.1.320","5.59","3.62","2833.00","868.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG452"
"aa866aa","Tb927.1.3200","7.43","7.26","6199.00","6222.00","Suppressor of G2 allele of SKP1, putative","PG453"
"aa867aa","Tb927.1.3220","5.64","5.07","2966.00","2653.00","TBC1 domain family member 20/GTPase, putative","PG454"
"aa868aa","Tb927.1.3230","4.74","4.88","1373.00","2425.00","cell division cycle protein, putative","PG455"
"aa869aa","Tb927.1.3250","5.68","5.19","3071.00","2827.00","Domain of unknown function (DUF4456), putative","PG456"
"aa86aa","Tb09.v4.0110","6.12","3.61","4154.00","747.00","hypothetical protein","PG39"
"aa870aa","Tb927.1.3260","6.33","5.11","4628.00","2705.00","hypothetical protein, conserved","PG457"
"aa871aa","Tb927.1.3270","5.91","5.63","3646.00","3620.00","hypothetical protein, conserved","PG458"
"aa872aa","Tb927.1.3280","5.18","3.72","1975.00","1487.00","septum formation protein MAF homologue, putative","PG459"
"aa873aa","Tb927.1.3290","3.28","3.74","259.00","1587.00","hypothetical protein, conserved","PG460"
"aa874aa","Tb927.1.330","6.05","6.01","3986.00","4489.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG461"
"aa875aa","Tb927.1.3300","6.51","5.91","5017.00","4274.00","Myotubularin-related protein, putative","PG462"
"aa876aa","Tb927.1.3310","7.26","6.83","6047.00","5853.00","hypothetical protein, conserved","PG463"
"aa877aa","Tb927.1.3390","6.80","5.48","5470.00","3330.00","Eukaryotic protein of unknown function (DUF866), putative","PG464"
"aa878aa","Tb927.1.3400","5.88","4.47","3562.00","2200.00","hypothetical protein, conserved","PG465"
"aa879aa","Tb927.1.3410","5.30","5.50","2200.00","3366.00","hypothetical protein, conserved","PG466"
"aa87aa","Tb09.v4.0014","6.12","3.61","4154.00","747.00","hypothetical protein","PG39"
"aa880aa","Tb927.1.3410","5.30","5.50","2200.00","3366.00","hypothetical protein, conserved","PG466"
"aa881aa","Tb927.1.3450","6.26","5.63","4451.00","3624.00","hypothetical protein, conserved","PG467"
"aa882aa","Tb11.v5.0619","6.26","5.63","4451.00","3624.00","COG4 transport protein, putative","PG467"
"aa883aa","Tb927.1.3560","4.41","3.61","1099.00","777.00","Centrosomal protein of 164 kDa, putative","PG468"
"aa884aa","Tb927.1.3670","5.04","3.56","1734.00","301.00","expression site-associated gene 8 (ESAG8) protein, putative","PG469"
"aa885aa","Tb927.1.370","3.22","3.55","92.00","286.00","leucine-rich repeat protein (LRRP), putative","PG470"
"aa886aa","Tb927.1.370","3.22","3.55","92.00","286.00","leucine-rich repeat protein (LRRP), putative","PG470"
"aa887aa","Tb927.1.3800","3.52","5.91","797.00","4275.00","Present in the outer mitochondrial membrane proteome 18","PG471"
"aa888aa","Tb927.1.3810","6.11","5.37","4121.00","3140.00","hypothetical protein, conserved","PG472"
"aa889aa","Tb927.1.3820","7.27","6.78","6053.00","5789.00","ATP synthase subunit, putative","PG473"
"aa88aa","Tb09.v4.0015","6.80","3.64","5467.00","1047.00","hypothetical protein","PG40"
"aa890aa","Tb927.1.3830","8.00","6.53","6460.00","5463.00","glucose-6-phosphate isomerase, glycosomal","PG474"
"aa891aa","Tb927.1.3840","3.38","5.81","588.00","4028.00","hypothetical protein, conserved","PG475"
"aa892aa","Tb927.1.3860","4.56","4.39","1221.00","2172.00","hypothetical protein, conserved","PG476"
"aa893aa","Tb927.1.3880","4.72","5.07","1353.00","2652.00","Fusaric acid resistance protein-like, putative","PG477"
"aa894aa","Tb927.1.3910","5.71","5.60","3168.00","3561.00","Anaphase-promoting complex subunit CDC23","PG478"
"aa895aa","Tb927.1.3940","3.30","3.65","310.00","1134.00","hypothetical protein, conserved","PG479"
"aa896aa","Tb927.1.3950","7.61","6.43","6304.00","5331.00","alanine aminotransferase","PG480"
"aa897aa","Tb927.1.4010","4.29","4.70","1054.00","2302.00","primase 2","PG481"
"aa898aa","Tb927.1.4040","5.75","3.87","3244.00","1863.00","hypothetical protein, conserved","PG482"
"aa899aa","Tb927.1.4050","6.50","6.08","5004.00","4648.00","ser/thr protein phosphatase, putative","PG483"
"aa89aa","Tb927.9.15870","6.80","3.64","5467.00","1047.00","hypothetical protein","PG40"
"aa8aa","Tb927.3.160","7.51","3.53","6247.00","142.00","expression site-associated gene 3 (ESAG3), degenerate","PG1"
"aa900aa","Tb927.1.410","6.04","6.60","3949.00","5569.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG484"
"aa901aa","Tb927.1.4100","3.36","7.84","541.00","6492.00","cytochrome oxidase subunit IV","PG485"
"aa902aa","Tb927.1.4160","4.84","5.43","1489.00","3239.00","hypothetical protein, conserved","PG486"
"aa903aa","Tb927.1.4180","6.43","6.21","4858.00","4936.00","leucine-rich repeat protein (LRRP), putative","PG487"
"aa904aa","Tb927.1.420","3.60","3.46","864.00","7.00","retrotransposon hot spot protein 5 (RHS5), putative","PG488"
"aa905aa","Tb927.1.4220","5.69","5.38","3097.00","3145.00","Ydr279p protein family (RNase H2 complex component), putative","PG489"
"aa906aa","Tb927.1.4220","5.69","5.38","3097.00","3145.00","Ydr279p protein family (RNase H2 complex component), putative","PG489"
"aa907aa","Tb927.1.4230","3.43","5.76","675.00","3909.00","hypothetical protein, conserved","PG490"
"aa908aa","Tb927.1.4250","5.42","3.73","2454.00","1542.00","hypothetical protein, conserved","PG491"
"aa909aa","Tb927.1.4280","6.62","5.75","5207.00","3896.00","hypothetical protein, conserved","PG492"
"aa90aa","Tb09.v4.0016","6.45","3.59","4890.00","545.00","expression site- associated gene (ESAG) protein, putative","PG41"
"aa910aa","Tb927.1.4300","3.29","3.58","287.00","523.00","chaperone protein DnaJ, putative","PG493"
"aa911aa","Tb927.1.4310","7.24","6.82","6034.00","5840.00","Flagellum attachment zone protein 2","PG494"
"aa912aa","Tb927.1.4340","6.16","3.68","4228.00","1285.00","hypothetical protein, conserved","PG495"
"aa913aa","Tb927.1.4370","3.97","3.58","967.00","517.00","Putative integral membrane protein conserved region (DUF2404), putative","PG496"
"aa914aa","Tb927.1.4380","3.22","3.65","76.00","1128.00","Putative integral membrane protein conserved region (DUF2404), putative","PG497"
"aa915aa","Tb927.1.4400","5.63","5.68","2942.00","3745.00","hypothetical protein, conserved","PG498"
"aa916aa","Tb927.1.4410","5.92","4.90","3668.00","2440.00","SUMO-interacting motif-containing protein","PG499"
"aa917aa","Tb927.1.4420","5.50","6.33","2615.00","5149.00","ABC transporter, putative","PG500"
"aa918aa","Tb927.1.4450","4.98","4.35","1664.00","2163.00","calcium-activated potassium channel, putative","PG501"
"aa919aa","Tb927.1.4470","5.35","3.73","2309.00","1555.00","hypothetical protein, conserved","PG502"
"aa91aa","Tb11.v5.0463","6.45","3.59","4890.00","545.00","expression site-associated gene (ESAG) protein, putative","PG41"
"aa920aa","Tb927.1.4480","4.56","3.68","1214.00","1306.00","WD repeat and HMG-box DNA-binding protein, putative","PG503"
"aa921aa","Tb927.1.4490","7.45","6.74","6217.00","5755.00","acetyltransferase, putative","PG504"
"aa922aa","Tb927.1.450","5.65","5.03","2984.00","2599.00","retrotransposon hot spot protein (RHS, pseudogene), putative","PG505"
"aa923aa","Tb927.1.4500","6.64","3.77","5239.00","1674.00","SNARE associated Golgi protein, putative","PG506"
"aa924aa","Tb927.1.4520","4.35","3.64","1079.00","1003.00","Zinc finger, C3HC4 type (RING finger), putative","PG507"
"aa925aa","Tb927.1.4650","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 2","PG508"
"aa926aa","Tb927.1.4600","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 1D","PG508"
"aa927aa","Tb927.1.4560","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 1B","PG508"
"aa928aa","Tb927.1.4630","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 1E","PG508"
"aa929aa","Tb927.1.4580","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 1C","PG508"
"aa92aa","Tb927.9.15890","6.45","3.59","4890.00","545.00","expression site-associated gene 5 (ESAG5) protein, putative","PG41"
"aa930aa","Tb927.1.4540","5.76","3.57","3267.00","416.00","cyclin-like F-box protein 1A","PG508"
"aa931aa","Tb11.v5.0705","5.76","3.57","3267.00","416.00","hypothetical protein, conserved","PG508"
"aa932aa","Tb927.1.4680","6.03","5.78","3935.00","3960.00","Kinetochore interacting protein 6","PG509"
"aa933aa","Tb927.1.4690","6.89","6.53","5611.00","5467.00","Protein arginine N-methyltransferase 1 catalytic subunit","PG510"
"aa934aa","Tb927.1.4700","3.46","4.85","728.00","2396.00","hypothetical protein, conserved","PG511"
"aa935aa","Tb927.1.4710","5.61","3.55","2900.00","282.00","hypothetical protein, conserved","PG512"
"aa936aa","Tb927.1.4720","5.71","5.37","3150.00","3134.00","SET domain containing protein, putative","PG513"
"aa937aa","Tb927.1.4730","5.09","3.52","1835.00","98.00","Ribonuclease H2 non-catalytic subunit (Ylr154p-like), putative","PG514"
"aa938aa","Tb927.1.4740","5.64","4.97","2967.00","2537.00","FAM91 N-terminus/FAM91 C-terminus, putative","PG515"
"aa939aa","Tb927.1.4760","5.72","5.09","3183.00","2687.00","Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2, putative","PG516"
