Tb927.9.13440	Tb927_09_v5.1:2132976..2133162:r	Tb927_09_v5.1:2127479..2128238:r
Tb927.3.2450	Tb927_03_v5.1:616321..616992	
Tb927.11.1800	Tb927_11_v5.1:538251..538277:r	Tb927_11_v5.1:537729..538007:r
Tb927.10.14380	Tb927_10_v5.1:3497813..3498026:r	Tb927_10_v5.1:3494968..3495226:r
Tb927.5.2320	Tb927_05_v5.1:781674..781960	Tb927_05_v5.1:784172..785018
Tb927.3.1760	Tb927_03_v5.1:458285..458329:r	Tb927_03_v5.1:457291..457501:r
Tb927.8.1620	Tb927_08_v5.1:539325..539334	Tb927_08_v5.1:541000..541194
Tb927.9.2390	Tb927_09_v5.1:521254..521286:r	Tb927_09_v5.1:519987..520656:r
Tb927.11.16130	Tb927_11_v5.1:4272462..4272509:r	Tb927_11_v5.1:4271719..4271999:r
Tb927.10.2620	Tb927_10_v5.1:677916..678064	Tb927_10_v5.1:678644..678860
Tb927.4.930	Tb927_04_v5.1:260958..260985:r	Tb927_04_v5.1:260269..260387:r
Tb927.8.1820	Tb927_08_v5.1:594505..594551:r	Tb927_08_v5.1:593024..593274:r
Tb927.11.14610	Tb927_11_v5.1:3879813..3879823	
Tb927.11.5080	Tb927_11_v5.1:1451378..1451592	Tb927_11_v5.1:1452298..1453880
Tb927.6.4790	Tb927_06_v5.1:1336545..1336585	Tb927_06_v5.1:1337072..1337384
Tb927.10.10470	Tb927_10_v5.1:2573462..2573516:r	Tb927_10_v5.1:2572800..2573122:r
Tb927.9.3290	Tb927_09_v5.1:696249..696306	Tb927_09_v5.1:696478..696760
Tb927.9.770	Tb927_09_v5.1:186061..186062:r	
Tb927.11.1440	Tb927_11_v5.1:425714..425718	Tb927_11_v5.1:426226..426400
Tb927.7.400	Tb927_07_v5.1:73747..73794:r	Tb927_07_v5.1:72209..72834:r
Tb927.9.4350	Tb927_09_v5.1:814040..814602	Tb927_09_v5.1:817249..817377
Tb927.6.4070	Tb927_06_v5.1:1183554..1183587:r	Tb927_06_v5.1:1182580..1182767:r
Tb927.4.2640	Tb927_04_v5.1:697890..697917	Tb927_04_v5.1:701743..702269
Tb927.11.11385	Tb927_11_v5.1:3040696..3040866	Tb927_11_v5.1:3041161..3041187
Tb927.5.4370	Tb927_05_v5.1:1357009..1357010:r	Tb927_05_v5.1:1356477..1356633:r
Tb927.3.4910	Tb927_03_v5.1:1377581..1377661	Tb927_03_v5.1:1378721..1378855
Tb927.3.4920	Tb927_03_v5.1:1378996..1379438	Tb927_03_v5.1:1380576..1380959
Tb927.10.12360	Tb927_10_v5.1:2999345..2999357:r	Tb927_10_v5.1:2998695..2998831:r
Tb927.10.1420	Tb927_10_v5.1:373308..373337:r	Tb927_10_v5.1:370805..371915:r
Tb927.10.4420		Tb927_10_v5.1:1139720..1140137:r
Tb927.11.12310	Tb927_11_v5.1:3289401..3289835	Tb927_11_v5.1:3292146..3293197
Tb927.7.6560	Tb927_07_v5.1:1794014..1794025:r	Tb927_07_v5.1:1792806..1793329:r
Tb927.1.2380	Tb927_01_v5.1:579620..579725	Tb927_01_v5.1:581082..581165
Tb927.4.3090	Tb927_04_v5.1:815195..815514	Tb927_04_v5.1:816214..816757
Tb927.11.5960	Tb927_11_v5.1:1692668..1692713:r	Tb927_11_v5.1:1691937..1692343:r
Tb927.11.4350	Tb927_11_v5.1:1263757..1264021:r	Tb927_11_v5.1:1261485..1262055:r
Tb927.11.5640	Tb927_11_v5.1:1592968..1593219	Tb927_11_v5.1:1596094..1596699
Tb927.2.5080	Tb927_02_v5.1:898798..898837:r	Tb927_02_v5.1:897328..897387:r
Tb927.10.2100	Tb927_10_v5.1:547174..547233	Tb927_10_v5.1:548584..549201
Tb927.1.870	Tb927_01_v5.1:263581..263802:r	Tb927_01_v5.1:262187..262551:r
Tb927.10.60	Tb927_10_v5.1:28600..31831:r	
Tb927.7.2530	Tb927_07_v5.1:649233..649266:r	Tb927_07_v5.1:647986..648305:r
Tb927.4.390	Tb927_04_v5.1:114611..114674:r	Tb927_04_v5.1:113995..114259:r
Tb927.8.5990	Tb927_08_v5.1:1753941..1753998	Tb927_08_v5.1:1755574..1755717
Tb927.7.4560	Tb927_07_v5.1:1212149..1212232:r	Tb927_07_v5.1:1210312..1210747:r
Tb927.11.3230	Tb927_11_v5.1:924687..924701	Tb927_11_v5.1:925023..925105
Tb927.2.5190	Tb927_02_v5.1:913840..913854	Tb927_02_v5.1:914542..914820
Tb927.10.1840	Tb927_10_v5.1:480980..481004	
Tb927.10.13517	Tb927_10_v5.1:3299952..3300102:r	Tb927_10_v5.1:3299553..3299690:r
Tb927.11.16575	Tb927_11_v5.1:4403149..4403343:r	Tb927_11_v5.1:4402841..4402944:r
Tb927.3.5560	Tb927_03_v5.1:1559566..1559619	Tb927_03_v5.1:1559953..1560194
Tb927.10.6000	Tb927_10_v5.1:1511592..1511693:r	Tb927_10_v5.1:1505539..1506983:r
Tb927.11.2245	Tb927_11_v5.1:636919..637062	Tb927_11_v5.1:637252..637672
Tb927.4.5180	Tb927_04_v5.1:1416315..1416364:r	Tb927_04_v5.1:1413988..1414370:r
Tb927.10.1020		Tb927_10_v5.1:276658..278935
Tb927.1.400	Tb927_01_v5.1:147245..147841	Tb927_01_v5.1:148205..151108
Tb927.10.1600	Tb927_10_v5.1:436584..436594:r	Tb927_10_v5.1:435341..435509:r
Tb927.5.4510	Tb927_05_v5.1:1384672..1384694:r	Tb927_05_v5.1:1384224..1384251:r
Tb927.10.8090	Tb927_10_v5.1:2016005..2016144:r	Tb927_10_v5.1:2015406..2015533:r
Tb927.10.580	Tb927_10_v5.1:153593..153635	Tb927_10_v5.1:154353..154675
Tb927.6.900	Tb927_06_v5.1:387724..387783:r	Tb927_06_v5.1:384715..384780:r
Tb927.7.3730	Tb927_07_v5.1:977312..977672:r	Tb927_07_v5.1:975136..976288:r
Tb927.1.3360	Tb927_01_v5.1:728856..731231:r	
Tb927.10.14980	Tb927_10_v5.1:3658690..3658941	Tb927_10_v5.1:3660910..3662424
Tb927.2.5250	Tb927_02_v5.1:923072..923103	Tb927_02_v5.1:924286..924425
Tb927.5.3660	Tb927_05_v5.1:1205311..1205363	Tb927_05_v5.1:1206855..1207735
Tb927.11.5480	Tb927_11_v5.1:1555734..1555816	Tb927_11_v5.1:1557440..1557488
Tb927.11.310	Tb927_11_v5.1:71186..71210:r	Tb927_11_v5.1:68539..69109:r
Tb927.10.13930	Tb927_10_v5.1:3398153..3398195:r	Tb927_10_v5.1:3396972..3397153:r
Tb927.11.4290	Tb927_11_v5.1:1253518..1253552:r	Tb927_11_v5.1:1252609..1253082:r
Tb927.8.7290	Tb927_08_v5.1:2091173..2091208	Tb927_08_v5.1:2092799..2093679
Tb927.10.20	Tb927_10_v5.1:11534..19619:r	Tb927_10_v5.1:8443..10561:r
Tb927.1.2770	Tb927_01_v5.1:634794..634815	Tb927_01_v5.1:636028..636278
Tb927.9.15730	Tb927_09_v5.1:2478135..2478150	
Tb927.11.15020	Tb927_11_v5.1:3997339..3997476:r	Tb927_11_v5.1:3996305..3996711:r
Tb927.6.1300	Tb927_06_v5.1:487113..487133:r	Tb927_06_v5.1:485476..486545:r
Tb927.10.13290	Tb927_10_v5.1:3247901..3248011:r	Tb927_10_v5.1:3246300..3246661:r
Tb927.9.5860	Tb927_09_v5.1:989834..989952	Tb927_09_v5.1:990553..991245
Tb927.6.570	Tb927_06_v5.1:239805..239850:r	Tb927_06_v5.1:239301..239438:r
Tb927.9.2590	Tb927_09_v5.1:575514..575541:r	Tb927_09_v5.1:571533..572246:r
Tb927.10.13860	Tb927_10_v5.1:3383554..3383831:r	Tb927_10_v5.1:3382242..3382593:r
Tb927.9.7420	Tb927_09_v5.1:1219125..1219130:r	
Tb927.10.4390	Tb927_10_v5.1:1136673..1136683:r	
Tb927.10.14920	Tb927_10_v5.1:3644343..3644359	Tb927_10_v5.1:3647903..3648355
Tb927.11.11725	Tb927_11_v5.1:3145192..3145262	Tb927_11_v5.1:3145437..3145620
Tb927.10.6810	Tb927_10_v5.1:1716816..1717160	Tb927_10_v5.1:1717956..1718668
Tb927.10.900	Tb927_10_v5.1:248446..248482	Tb927_10_v5.1:248999..249155
Tb927.10.11980	Tb927_10_v5.1:2917528..2917533	Tb927_10_v5.1:2918392..2918540
Tb927.11.4400	Tb927_11_v5.1:1277862..1277875:r	Tb927_11_v5.1:1275688..1275920:r
Tb927.11.3410	Tb927_11_v5.1:1009434..1009451	Tb927_11_v5.1:1012623..1012781
Tb927.4.740	Tb927_04_v5.1:206759..206958:r	Tb927_04_v5.1:205296..205462:r
Tb927.10.14790	Tb927_10_v5.1:3607546..3607645:r	Tb927_10_v5.1:3605928..3606396:r
Tb927.10.1740	Tb927_10_v5.1:462978..463026	Tb927_10_v5.1:464176..464366
Tb927.8.5900	Tb927_08_v5.1:1735229..1735241	Tb927_08_v5.1:1735638..1736030
Tb927.8.3710	Tb927_08_v5.1:1114726..1115015:r	Tb927_08_v5.1:1112178..1112355:r
Tb927.11.11150	Tb927_11_v5.1:2985144..2985148	Tb927_11_v5.1:2986130..2986136
Tb927.5.297b	Tb927_05_v5.1:122373..123009	Tb927_05_v5.1:123694..129558
Tb927.7.5570	Tb927_07_v5.1:1501047..1501092	Tb927_07_v5.1:1501720..1502848
Tb927.10.12110	Tb927_10_v5.1:2947070..2947189	Tb927_10_v5.1:2947544..2948505
Tb927.9.9700	Tb927_09_v5.1:1544168..1544184:r	Tb927_09_v5.1:1542640..1542784:r
Tb927.3.2550	Tb927_03_v5.1:641564..641589:r	Tb927_03_v5.1:639421..640906:r
Tb927.11.7500	Tb927_11_v5.1:2125157..2125219:r	Tb927_11_v5.1:2124475..2124766:r
Tb927.8.680	Tb927_08_v5.1:189064..189112:r	Tb927_08_v5.1:188501..188553:r
Tb927.10.12600	Tb927_10_v5.1:3056160..3056254:r	Tb927_10_v5.1:3054275..3054371:r
Tb927.5.2590	Tb927_05_v5.1:887821..887890	Tb927_05_v5.1:888689..888850
Tb927.8.5840	Tb927_08_v5.1:1715157..1715164	Tb927_08_v5.1:1715759..1715849
Tb927.11.10070	Tb927_11_v5.1:2702185..2702265	Tb927_11_v5.1:2702932..2703455
Tb927.4.5170	Tb927_04_v5.1:1413847..1413863:r	Tb927_04_v5.1:1412916..1413204:r
Tb927.11.5560	Tb927_11_v5.1:1575217..1575285	Tb927_11_v5.1:1577545..1577936
Tb927.9.4130	Tb927_09_v5.1:785533..787125	Tb927_09_v5.1:787879..789953
Tb927.11.10025	Tb927_11_v5.1:2697733..2697742	Tb927_11_v5.1:2697959..2698137
Tb927.5.1120	Tb927_05_v5.1:420947..422508	Tb927_05_v5.1:440698..441076
Tb927.11.15030	Tb927_11_v5.1:3999586..3999633:r	Tb927_11_v5.1:3997609..3998985:r
Tb927.10.6720	Tb927_10_v5.1:1694517..1694623	Tb927_10_v5.1:1696094..1696528
Tb927.10.7925	Tb927_10_v5.1:1980232..1980324:r	Tb927_10_v5.1:1979747..1979949:r
Tb927.10.12640	Tb927_10_v5.1:3065343..3065671:r	Tb927_10_v5.1:3062547..3063449:r
Tb927.10.15390	Tb927_10_v5.1:3773589..3773872	Tb927_10_v5.1:3777161..3779396
Tb927.10.14530	Tb927_10_v5.1:3554037..3554261:r	Tb927_10_v5.1:3552736..3552890:r
Tb927.3.5730	Tb927_03_v5.1:1600328..1600337	
Tb927.5.3490	Tb927_05_v5.1:1152639..1152757:r	Tb927_05_v5.1:1151549..1151723:r
Tb927.11.13770	Tb927_11_v5.1:3671384..3671466	Tb927_11_v5.1:3672541..3672882
Tb927.10.140	Tb927_10_v5.1:63946..64684	Tb927_10_v5.1:65099..67993
Tb927.9.9840	Tb927_09_v5.1:1561172..1561222:r	Tb927_09_v5.1:1560599..1560754:r
Tb927.11.10590	Tb927_11_v5.1:2820576..2820731	Tb927_11_v5.1:2822454..2822529
Tb927.8.2510	Tb927_08_v5.1:742173..742191	Tb927_08_v5.1:742921..743072
Tb927.7.4120	Tb927_07_v5.1:1093398..1093712	Tb927_07_v5.1:1095237..1095989
Tb927.7.1940	Tb927_07_v5.1:463421..464035	
Tb927.10.8430	Tb927_10_v5.1:2091993..2092015	Tb927_10_v5.1:2092445..2092542
Tb927.8.3420	Tb927_08_v5.1:1023591..1023635	Tb927_08_v5.1:1024248..1024401
Tb927.11.2750	Tb927_11_v5.1:808742..808772:r	Tb927_11_v5.1:806720..807319:r
Tb927.6.2270	Tb927_06_v5.1:712976..713017	Tb927_06_v5.1:713771..713865
Tb927.11.11570	Tb927_11_v5.1:3102639..3102889	Tb927_11_v5.1:3105293..3105764
Tb927.8.7840	Tb927_08_v5.1:2286028..2286233	Tb927_08_v5.1:2288757..2290357
Tb927.11.11135	Tb927_11_v5.1:2980153..2980171	Tb927_11_v5.1:2980514..2980821
Tb927.11.6860	Tb927_11_v5.1:1933550..1935712:r	Tb927_11_v5.1:1932710..1933000:r
Tb927.5.1590	Tb927_05_v5.1:562241..562306	Tb927_05_v5.1:563072..563224
Tb927.5.1180	Tb927_05_v5.1:456310..456348	Tb927_05_v5.1:458938..459055
Tb927.8.7000	Tb927_08_v5.1:2016313..2016395	Tb927_08_v5.1:2016960..2016990
Tb927.1.710	Tb927_01_v5.1:235439..235553:r	Tb927_01_v5.1:234055..234175:r
Tb927.11.11820	Tb927_11_v5.1:3172368..3172417	Tb927_11_v5.1:3172847..3172989
Tb927.8.3070	Tb927_08_v5.1:923165..923209	Tb927_08_v5.1:923648..923784
Tb927.8.2020	Tb927_08_v5.1:637229..637312	Tb927_08_v5.1:638309..638533
Tb927.8.730	Tb927_08_v5.1:205397..205432:r	Tb927_08_v5.1:204064..204634:r
Tb927.11.14030	Tb927_11_v5.1:3712594..3712646	Tb927_11_v5.1:3713493..3713788
Tb927.9.15610	Tb927_09_v5.1:2438929..2438984	Tb927_09_v5.1:2439768..2440250
Tb927.9.7860	Tb927_09_v5.1:1297414..1298476:r	
Tb927.6.2790	Tb927_06_v5.1:836237..836358	Tb927_06_v5.1:837358..838205
Tb927.4.3030	Tb927_04_v5.1:803279..803314	Tb927_04_v5.1:804731..804870
Tb927.10.9470	Tb927_10_v5.1:2342112..2342114	
Tb927.11.11370	Tb927_11_v5.1:3037268..3037314	Tb927_11_v5.1:3038272..3038433
Tb927.11.4420	Tb927_11_v5.1:1282188..1282255:r	Tb927_11_v5.1:1278742..1280597:r
Tb927.11.11270	Tb927_11_v5.1:3015104..3015185	Tb927_11_v5.1:3016593..3016824
Tb927.8.3860	Tb927_08_v5.1:1151769..1151824:r	Tb927_08_v5.1:1150423..1150493:r
Tb927.11.10790	Tb927_11_v5.1:2886906..2886939	Tb927_11_v5.1:2887675..2887873
Tb927.7.6410	Tb927_07_v5.1:1741707..1741824:r	Tb927_07_v5.1:1737194..1737335:r
Tb927.4.3840	Tb927_04_v5.1:1003800..1003813:r	Tb927_04_v5.1:1001801..1002059:r
Tb05.30F7.410		Tb927_05_v5.1:288984..292577:r
Tb927.8.7040	Tb927_08_v5.1:2022875..2022924	Tb927_08_v5.1:2023495..2023684
Tb927.9.8490	Tb927_09_v5.1:1376722..1376774:r	Tb927_09_v5.1:1375331..1375908:r
Tb927.9.15630	Tb927_09_v5.1:2442500..2442555	Tb927_09_v5.1:2443342..2443823
Tb927.8.3460	Tb927_08_v5.1:1028680..1028722	Tb927_08_v5.1:1029611..1032263
Tb927.10.930	Tb927_10_v5.1:253336..253572	Tb927_10_v5.1:255511..256863
Tb927.10.8420	Tb927_10_v5.1:2083854..2083911	Tb927_10_v5.1:2091211..2091748
Tb927.10.10090	Tb927_10_v5.1:2485280..2485464	Tb927_10_v5.1:2488726..2488960
Tb927.6.4080	Tb927_06_v5.1:1184490..1184603:r	Tb927_06_v5.1:1183727..1183871:r
Tb927.9.8650	Tb927_09_v5.1:1397076..1397201:r	Tb927_09_v5.1:1396168..1396769:r
Tb927.6.3540	Tb927_06_v5.1:1053246..1053517:r	Tb927_06_v5.1:1051768..1052144:r
Tb927.11.1370	Tb927_11_v5.1:397651..397849	Tb927_11_v5.1:398138..398567
Tb927.11.5190	Tb927_11_v5.1:1478393..1478803	Tb927_11_v5.1:1483301..1484610
Tb927.2.5820	Tb927_02_v5.1:1053508..1053844	Tb927_02_v5.1:1057091..1057287
Tb927.5.1920	Tb927_05_v5.1:652976..653102	Tb927_05_v5.1:655002..655145
Tb927.11.14140	Tb927_11_v5.1:3746455..3746617	Tb927_11_v5.1:3747773..3748363
Tb927.2.1680	Tb927_02_v5.1:315629..315688	Tb927_02_v5.1:316280..316387
Tb927.10.3030	Tb927_10_v5.1:794438..794510	Tb927_10_v5.1:795429..795629
Tb927.9.13350	Tb927_09_v5.1:2108422..2108495:r	Tb927_09_v5.1:2107291..2107407:r
Tb927.4.1640	Tb927_04_v5.1:420211..420358:r	Tb927_04_v5.1:418722..419187:r
Tb927.11.13710	Tb927_11_v5.1:3651496..3651499:r	Tb927_11_v5.1:3650892..3650937:r
Tb927.11.14710	Tb927_11_v5.1:3912767..3912781:r	Tb927_11_v5.1:3911978..3912157:r
Tb927.10.14510	Tb927_10_v5.1:3549830..3550264:r	Tb927_10_v5.1:3546770..3547264:r
Tb927.11.2870	Tb927_11_v5.1:843062..843657:r	
Tb927.11.15370	Tb927_11_v5.1:4076551..4076775:r	Tb927_11_v5.1:4072262..4073331:r
Tb927.11.2240	Tb927_11_v5.1:635582..635938	Tb927_11_v5.1:636410..636778
Tb927.11.5340	Tb927_11_v5.1:1521085..1521407	Tb927_11_v5.1:1523430..1524111
Tb927.2.6080	Tb927_02_v5.1:1097566..1097578	Tb927_02_v5.1:1099166..1099351
Tb927.8.6840	Tb927_08_v5.1:1980714..1980731:r	Tb927_08_v5.1:1977184..1978049:r
Tb927.7.840	Tb927_07_v5.1:200903..200946:r	Tb927_07_v5.1:200147..200527:r
Tb927.11.15255	Tb927_11_v5.1:4050359..4050446:r	Tb927_11_v5.1:4049927..4050181:r
Tb927.10.5630	Tb927_10_v5.1:1406221..1406243	Tb927_10_v5.1:1406802..1407014
Tb927.11.3710	Tb927_11_v5.1:1090340..1090521	Tb927_11_v5.1:1092070..1092871
Tb927.7.450	Tb927_07_v5.1:82246..82252:r	Tb927_07_v5.1:79835..79932:r
Tb927.5.4410	Tb927_05_v5.1:1366585..1366611:r	Tb927_05_v5.1:1365870..1365927:r
Tb927.9.10470	Tb927_09_v5.1:1644468..1644627:r	Tb927_09_v5.1:1643058..1643435:r
Tb927.11.9730	Tb927_11_v5.1:2635240..2635280:r	Tb927_11_v5.1:2634509..2634726:r
Tb927.9.7580	Tb927_09_v5.1:1246557..1246629:r	Tb927_09_v5.1:1244686..1244828:r
Tb927.7.4400	Tb927_07_v5.1:1170484..1170671:r	Tb927_07_v5.1:1166402..1168212:r
Tb927.10.15720	Tb927_10_v5.1:3868830..3869047	Tb927_10_v5.1:3870266..3870992
Tb927.9.860	Tb927_09_v5.1:210693..218416	
Tb927.1.720	Tb927_01_v5.1:237300..237504:r	Tb927_01_v5.1:235712..235769:r
Tb927.11.13240	Tb927_11_v5.1:3551266..3551496:r	Tb927_11_v5.1:3550258..3550521:r
Tb927.10.8275	Tb927_10_v5.1:2051475..2051480:r	Tb927_10_v5.1:2051009..2051180:r
Tb927.11.1960	Tb927_11_v5.1:571777..571783	Tb927_11_v5.1:572963..573078
Tb927.3.3600	Tb927_03_v5.1:1012767..1014001	
Tb927.10.9675	Tb927_10_v5.1:2388389..2388411	Tb927_10_v5.1:2388493..2389099
Tb927.3.5470	Tb927_03_v5.1:1531656..1531820	Tb927_03_v5.1:1532349..1532939
Tb927.3.3480	Tb927_03_v5.1:983630..983654	Tb927_03_v5.1:984009..985284
Tb927.10.12200	Tb927_10_v5.1:2970906..2970909	Tb927_10_v5.1:2971588..2971937
Tb927.4.1340	Tb927_04_v5.1:354284..354326:r	Tb927_04_v5.1:351602..351970:r
Tb927.10.14060	Tb927_10_v5.1:3422817..3425123:r	
Tb927.9.10560	Tb927_09_v5.1:1661986..1662085:r	Tb927_09_v5.1:1660353..1661478:r
Tb927.7.510	Tb927_07_v5.1:100147..100153:r	Tb927_07_v5.1:98617..99075:r
Tb927.4.1830	Tb927_04_v5.1:455945..456057:r	Tb927_04_v5.1:455578..455635:r
Tb927.9.6620	Tb927_09_v5.1:1086999..1087089	Tb927_09_v5.1:1087720..1088271
Tb927.11.2180	Tb927_11_v5.1:617632..617672	Tb927_11_v5.1:619602..619819
Tb927.6.4010	Tb927_06_v5.1:1175779..1175871:r	Tb927_06_v5.1:1175380..1175619:r
Tb927.3.2477	Tb927_03_v5.1:623714..623856	Tb927_03_v5.1:624055..625006
Tb927.9.3470	Tb927_09_v5.1:712833..712910	Tb927_09_v5.1:713703..713814
Tb927.8.3280	Tb927_08_v5.1:984411..984654	Tb927_08_v5.1:985759..985998
Tb927.11.3690	Tb927_11_v5.1:1085191..1085305	Tb927_11_v5.1:1086434..1086640
Tb927.11.5660	Tb927_11_v5.1:1599442..1599570	Tb927_11_v5.1:1600798..1600904
Tb927.3.2010	Tb927_03_v5.1:524250..524255:r	Tb927_03_v5.1:522343..522584:r
Tb927.10.700	Tb927_10_v5.1:179992..180035	Tb927_10_v5.1:180822..181338
Tb927.8.5080	Tb927_08_v5.1:1498702..1498757	Tb927_08_v5.1:1500546..1502336
Tb927.11.7460	Tb927_11_v5.1:2119780..2119854:r	Tb927_11_v5.1:2117594..2117817:r
Tb927.3.5830	Tb927_03_v5.1:1628732..1628734	
Tb927.4.940	Tb927_04_v5.1:261816..261946:r	Tb927_04_v5.1:261057..261221:r
Tb927.6.4400	Tb927_06_v5.1:1240231..1240259:r	Tb927_06_v5.1:1238351..1238418:r
Tb927.10.4110	Tb927_10_v5.1:1082497..1082513:r	Tb927_10_v5.1:1082052..1082178:r
Tb927.1.2310	Tb927_01_v5.1:567371..567608	Tb927_01_v5.1:567879..568169
Tb927.5.3580	Tb927_05_v5.1:1178636..1178719	Tb927_05_v5.1:1179278..1179671
Tb927.9.8520	Tb927_09_v5.1:1382232..1382279:r	Tb927_09_v5.1:1380967..1381388:r
Tb927.11.4140	Tb927_11_v5.1:1210340..1210344:r	Tb927_11_v5.1:1209540..1209697:r
Tb927.10.15100	Tb927_10_v5.1:3689441..3689493	Tb927_10_v5.1:3690187..3690538
Tb927.9.10400	Tb927_09_v5.1:1630347..1630370:r	Tb927_09_v5.1:1628825..1628939:r
Tb927.8.4230	Tb927_08_v5.1:1256170..1256357:r	Tb927_08_v5.1:1252160..1252920:r
Tb927.4.880	Tb927_04_v5.1:254364..254428:r	Tb927_04_v5.1:252292..252446:r
Tb927.10.1780	Tb927_10_v5.1:468469..469591:r	
Tb927.3.5270	Tb927_03_v5.1:1481538..1481790	Tb927_03_v5.1:1482280..1482494
Tb927.7.6860	Tb927_07_v5.1:1929710..1929787	Tb927_07_v5.1:1931231..1931536
Tb927.10.16050	Tb927_10_v5.1:3952329..3952419	Tb927_10_v5.1:3952960..3953167
Tb927.9.440	Tb927_09_v5.1:107030..107670	
Tb927.10.2810	Tb927_10_v5.1:721076..721078	Tb927_10_v5.1:722096..722895
Tb927.8.3430	Tb927_08_v5.1:1024623..1024802	Tb927_08_v5.1:1026309..1026506
Tb927.8.6310	Tb927_08_v5.1:1830043..1830136	Tb927_08_v5.1:1830500..1830620
Tb927.11.14250	Tb927_11_v5.1:3793425..3793464	Tb927_11_v5.1:3795082..3795685
Tb927.1.1650	Tb927_01_v5.1:417999..418000	Tb927_01_v5.1:418511..418622
Tb927.11.10880	Tb927_11_v5.1:2904399..2904405	Tb927_11_v5.1:2905702..2906449
Tb927.6.3450	Tb927_06_v5.1:1018353..1018412:r	Tb927_06_v5.1:1015698..1015910:r
Tb927.11.7000		Tb927_11_v5.1:1972417..1972579:r
Tb927.4.5110	Tb927_04_v5.1:1400040..1400164:r	Tb927_04_v5.1:1398435..1398839:r
Tb927.6.1960	Tb927_06_v5.1:645880..645893:r	Tb927_06_v5.1:644335..644634:r
Tb927.9.11140	Tb927_09_v5.1:1765821..1765823:r	Tb927_09_v5.1:1764245..1764389:r
Tb927.6.4640	Tb927_06_v5.1:1295599..1295700	Tb927_06_v5.1:1298416..1298593
Tb927.10.15890	Tb927_10_v5.1:3919196..3919249	Tb927_10_v5.1:3920504..3920597
Tb927.11.11230	Tb927_11_v5.1:3009657..3009680	Tb927_11_v5.1:3010251..3010374
Tb927.9.8670	Tb927_09_v5.1:1400855..1400933:r	Tb927_09_v5.1:1398553..1399423:r
Tb927.8.5465	Tb927_08_v5.1:1618949..1618984	Tb927_08_v5.1:1619642..1619807
Tb927.10.390	Tb927_10_v5.1:104231..104431	Tb927_10_v5.1:104882..106342
Tb927.10.7140	Tb927_10_v5.1:1798254..1798286	Tb927_10_v5.1:1799793..1800106
Tb927.10.3940	Tb927_10_v5.1:1044944..1044959:r	Tb927_10_v5.1:1044066..1044172:r
Tb927.10.2610	Tb927_10_v5.1:674994..675103	Tb927_10_v5.1:676559..677788
Tb927.8.3350	Tb927_08_v5.1:1003807..1003837	Tb927_08_v5.1:1007012..1007745
Tb927.9.13130	Tb927_09_v5.1:2074994..2075073	Tb927_09_v5.1:2076895..2077190
Tb927.4.4620	Tb927_04_v5.1:1277805..1277847:r	Tb927_04_v5.1:1276885..1277330:r
Tb927.5.2860	Tb927_05_v5.1:957960..958069:r	Tb927_05_v5.1:955842..956660:r
Tb927.7.6880	Tb927_07_v5.1:1944937..1949291:r	
Tb927.1.640	Tb927_01_v5.1:225674..225689:r	Tb927_01_v5.1:220523..220726:r
Tb927.8.4640	Tb927_08_v5.1:1367840..1367885:r	Tb927_08_v5.1:1366318..1366681:r
Tb927.6.1420	Tb927_06_v5.1:508601..508636:r	Tb927_06_v5.1:507914..508168:r
Tb927.4.4980	Tb927_04_v5.1:1366483..1366528:r	Tb927_04_v5.1:1365845..1365978:r
Tb927.8.3380	Tb927_08_v5.1:1010068..1010208	Tb927_08_v5.1:1010938..1012000
Tb927.10.7040	Tb927_10_v5.1:1772060..1772064	Tb927_10_v5.1:1773445..1774383
Tb927.10.10100	Tb927_10_v5.1:2489064..2489193	Tb927_10_v5.1:2491663..2492083
Tb927.4.350	Tb927_04_v5.1:107398..107452:r	Tb927_04_v5.1:105283..105870:r
Tb927.3.5600	Tb927_03_v5.1:1565890..1565903	Tb927_03_v5.1:1566720..1566861
Tb927.11.12880	Tb927_11_v5.1:3459820..3460724:r	Tb927_11_v5.1:3456151..3456546:r
Tb927.11.14840	Tb927_11_v5.1:3942865..3943388:r	Tb927_11_v5.1:3941511..3942111:r
Tb927.11.8340	Tb927_11_v5.1:2340578..2341931	Tb927_11_v5.1:2342376..2342761
Tb927.6.3170	Tb927_06_v5.1:944295..944320	Tb927_06_v5.1:945767..946141
Tb927.11.15100	Tb927_11_v5.1:4016507..4016729:r	Tb927_11_v5.1:4012636..4013254:r
Tb927.8.3140	Tb927_08_v5.1:936145..936259	Tb927_08_v5.1:937181..937388
Tb927.11.4990	Tb927_11_v5.1:1421920..1421966	Tb927_11_v5.1:1424469..1425115
Tb927.10.8530	Tb927_10_v5.1:2115791..2115837	Tb927_10_v5.1:2117428..2118125
Tb927.7.2985	Tb927_07_v5.1:749923..749952	Tb927_07_v5.1:750139..750442
Tb927.6.2020	Tb927_06_v5.1:658100..658396:r	Tb927_06_v5.1:655736..655861:r
Tb927.3.2580	Tb927_03_v5.1:646124..646133:r	
Tb927.10.7380	Tb927_10_v5.1:1865796..1865802:r	Tb927_10_v5.1:1864219..1864745:r
Tb927.4.2720	Tb927_04_v5.1:716416..716541	Tb927_04_v5.1:718762..719149
Tb927.9.7160	Tb927_09_v5.1:1160409..1160552	Tb927_09_v5.1:1161171..1161271
