# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.9.3290	Tb927_09_v5.1	696478	696760	.	283	214	30	5	21	103	80	103
Tb927.11.1440	Tb927_11_v5.1	426226	426400	.	175	44	4	1	0	7	2	15
Tb927.7.400	Tb927_07_v5.1	72209	72834	.	626	62	13	2	0	88	92	110
Tb927.9.4350	Tb927_09_v5.1	817249	817377	.	129	1568	326	5	46	5473	3868	4631
Tb927.6.4070	Tb927_06_v5.1	1182580	1182767	.	188	102	257	187	180	0	0	3
Tb927.4.2640	Tb927_04_v5.1	701743	702269	.	527	3471	1838	924	1348	5623	7679	5833
Tb927.11.11385	Tb927_11_v5.1	3041161	3041187	.	27	0	0	1	0	1	2	3
Tb927.5.4370	Tb927_05_v5.1	1356477	1356633	.	157	2	0	0	0	1	0	1
Tb927.3.4910	Tb927_03_v5.1	1378721	1378855	.	135	14	14	29	10	15	28	18
Tb927.3.4920	Tb927_03_v5.1	1380576	1380959	.	384	2	3	2	2	1	6	3
Tb927.10.12360	Tb927_10_v5.1	2998695	2998831	.	137	0	62	0	5	1	1	3
Tb927.10.1420	Tb927_10_v5.1	370805	371915	.	1111	1009	439	291	116	1354	17	298
Tb927.11.12310	Tb927_11_v5.1	3292146	3293197	.	1052	15	7	13	9	2	0	5
Tb927.7.6560	Tb927_07_v5.1	1792806	1793329	.	524	910	65	14	24	272	148	405
Tb927.1.2380	Tb927_01_v5.1	581082	581165	.	84	0	12	6	17	7	1	3
Tb927.4.3090	Tb927_04_v5.1	816214	816757	.	544	93	99	7	3	236	79	130
Tb927.11.5960	Tb927_11_v5.1	1691937	1692343	.	407	460	243	377	473	173	145	59
Tb927.11.4350	Tb927_11_v5.1	1261485	1262055	.	571	2133	615	262	447	2284	1734	2413
Tb927.11.5640	Tb927_11_v5.1	1596094	1596699	.	606	767	1539	27	273	76	37	50
Tb927.2.5080	Tb927_02_v5.1	897328	897387	.	60	2	12	18	5	8	0	2
Tb927.10.2100	Tb927_10_v5.1	548584	549201	.	618	1202	8828	16772	28573	227	265	370
Tb927.1.870	Tb927_01_v5.1	262187	262551	.	365	5	36	3	3	31	0	14
Tb927.7.2530	Tb927_07_v5.1	647986	648305	.	320	18	1	2	3	16	26	8
Tb927.4.390	Tb927_04_v5.1	113995	114259	.	265	458	174	73	22	98	48	54
Tb927.8.5990	Tb927_08_v5.1	1755574	1755717	.	144	2	17	20	16	3	44	10
Tb927.7.4560	Tb927_07_v5.1	1210312	1210747	.	436	6	0	2	2	1	0	2
Tb927.11.3230	Tb927_11_v5.1	925023	925105	.	83	58	1	1	1	0	3	2
Tb927.2.5190	Tb927_02_v5.1	914542	914820	.	279	58	8	9	15	575	197	259
Tb927.10.13517	Tb927_10_v5.1	3299553	3299690	.	138	305	11	2	1	55	9	35
Tb927.11.16575	Tb927_11_v5.1	4402841	4402944	.	104	31	63	86	26	33	2	16
Tb927.3.5560	Tb927_03_v5.1	1559953	1560194	.	242	493	1277	1067	863	610	384	506
Tb927.10.6000	Tb927_10_v5.1	1505539	1506983	.	1445	2273	77	29	33	3569	3322	2766
Tb927.11.2245	Tb927_11_v5.1	637252	637672	.	421	24	5	4	5	143	66	60
Tb927.4.5180	Tb927_04_v5.1	1413988	1414370	.	383	883	616	117	63	2450	1342	1327
Tb927.1.400	Tb927_01_v5.1	148205	151108	.	2904	3564	597	282	165	4787	4168	5373
Tb927.10.1600	Tb927_10_v5.1	435341	435509	.	169	341	60	19	3	293	275	183
Tb927.5.4510	Tb927_05_v5.1	1384224	1384251	.	28	0	0	0	1	0	1	0
Tb927.10.8090	Tb927_10_v5.1	2015406	2015533	.	128	9	0	2	1	8	1	6
Tb927.10.580	Tb927_10_v5.1	154353	154675	.	323	519	3	4	0	1489	1187	1907
Tb927.6.900	Tb927_06_v5.1	384715	384780	.	66	584	466	273	287	925	727	833
Tb927.7.3730	Tb927_07_v5.1	975136	976288	.	1153	429	781	753	1209	76	99	21
Tb927.10.14980	Tb927_10_v5.1	3660910	3662424	.	1515	760	132	130	206	104	21	57
Tb927.2.5250	Tb927_02_v5.1	924286	924425	.	140	1	2	1	4	2	3	1
Tb927.5.3660	Tb927_05_v5.1	1206855	1207735	.	881	0	12	14	8	2	3	2
Tb927.11.5480	Tb927_11_v5.1	1557440	1557488	.	49	25	299	128	0	1	1	30
Tb927.11.310	Tb927_11_v5.1	68539	69109	.	571	32	1	8	3	156	89	496
Tb927.10.13930	Tb927_10_v5.1	3396972	3397153	.	182	142	539	354	294	325	264	245
Tb927.11.4290	Tb927_11_v5.1	1252609	1253082	.	474	2477	683	166	120	2509	3987	1798
Tb927.8.7290	Tb927_08_v5.1	2092799	2093679	.	881	3799	322	107	68	5593	3773	5739
Tb927.10.20	Tb927_10_v5.1	8443	10561	.	2119	185	481	329	477	221	143	164
Tb927.1.2770	Tb927_01_v5.1	636028	636278	.	251	11	4	2	10	21	1	15
Tb927.11.15020	Tb927_11_v5.1	3996305	3996711	.	407	0	1	1	6	0	0	1
Tb927.10.13290	Tb927_10_v5.1	3246300	3246661	.	362	164	426	366	90	180	51	183
Tb927.9.5860	Tb927_09_v5.1	990553	991245	.	693	61	281	10	40	18	5	43
Tb927.6.570	Tb927_06_v5.1	239301	239438	.	138	838	490	123	62	184	160	83
Tb927.9.2590	Tb927_09_v5.1	571533	572246	.	714	3461	2757	565	153	8621	5335	7110
Tb927.10.13860	Tb927_10_v5.1	3382242	3382593	.	352	2986	1813	1665	26	444	1029	488
Tb927.10.14920	Tb927_10_v5.1	3647903	3648355	.	453	1062	984	319	418	947	1125	1135
Tb927.11.11725	Tb927_11_v5.1	3145437	3145620	.	184	721	597	190	146	942	488	432
Tb927.10.6810	Tb927_10_v5.1	1717956	1718668	.	713	2034	2760	1637	406	3244	2547	1655
Tb927.10.900	Tb927_10_v5.1	248999	249155	.	157	0	4	4	1	2	1	1
Tb927.10.11980	Tb927_10_v5.1	2918392	2918540	.	149	12	61	26	25	25	17	80
Tb927.11.4400	Tb927_11_v5.1	1275688	1275920	.	233	789	139	31	12	536	293	96
Tb927.11.3410	Tb927_11_v5.1	1012623	1012781	.	159	63	28	10	117	355	462	258
Tb927.4.740	Tb927_04_v5.1	205296	205462	.	167	206	70	2	2	1180	767	971
Tb927.10.14790	Tb927_10_v5.1	3605928	3606396	.	469	3056	3263	3402	3404	2422	1441	2031
Tb927.10.1740	Tb927_10_v5.1	464176	464366	.	191	61	13	2	7	64	106	54
Tb927.8.5900	Tb927_08_v5.1	1735638	1736030	.	393	2344	1712	670	228	1583	1119	1210
Tb927.8.3710	Tb927_08_v5.1	1112178	1112355	.	178	2253	243	160	92	2059	1896	2284
Tb927.11.11150	Tb927_11_v5.1	2986130	2986136	.	7	279	26	11	9	45	3	5
Tb927.5.297b	Tb927_05_v5.1	123694	129558	.	5865	6489	4019	1634	519	11842	11504	11173
Tb927.7.5570	Tb927_07_v5.1	1501720	1502848	.	1129	5312	3537	2283	1758	5335	7542	5560
Tb927.10.12110	Tb927_10_v5.1	2947544	2948505	.	962	839	3220	2986	2732	78	203	66
Tb927.9.9700	Tb927_09_v5.1	1542640	1542784	.	145	984	798	454	10	405	82	105
Tb927.11.7500	Tb927_11_v5.1	2124475	2124766	.	292	683	22	6	4	1322	994	1067
Tb927.8.680	Tb927_08_v5.1	188501	188553	.	53	287	101	31	15	229	244	219
Tb927.10.12600	Tb927_10_v5.1	3054275	3054371	.	97	405	247	209	197	218	159	205
Tb927.5.2590	Tb927_05_v5.1	888689	888850	.	162	105	45	8	3	19	20	23
Tb927.8.5840	Tb927_08_v5.1	1715759	1715849	.	91	15	45	36	4	20	9	174
Tb927.11.10070	Tb927_11_v5.1	2702932	2703455	.	524	94	17	2	3	493	70	192
Tb927.4.5170	Tb927_04_v5.1	1412916	1413204	.	289	823	554	113	51	2143	1130	1231
Tb927.11.5560	Tb927_11_v5.1	1577545	1577936	.	392	10	5	3	6	88	16	23
Tb927.9.4130	Tb927_09_v5.1	787879	789953	.	2075	818	428	309	684	1663	1534	460
Tb927.11.10025	Tb927_11_v5.1	2697959	2698137	.	179	1607	1	0	2	1	1	2
Tb927.5.1120	Tb927_05_v5.1	440698	441076	.	379	451	727	462	340	338	392	248
Tb927.11.15030	Tb927_11_v5.1	3997609	3998985	.	1377	793	3048	2238	2349	1172	474	1083
Tb927.10.6720	Tb927_10_v5.1	1696094	1696528	.	435	185	30	19	9	214	245	292
Tb927.10.7925	Tb927_10_v5.1	1979747	1979949	.	203	1548	4672	3417	1421	2078	481	193
Tb927.10.12640	Tb927_10_v5.1	3062547	3063449	.	903	2446	3	2	3	1	2	1
Tb927.10.15390	Tb927_10_v5.1	3777161	3779396	.	2236	8733	1608	6	18	11786	5733	6323
Tb927.10.14530	Tb927_10_v5.1	3552736	3552890	.	155	1175	1849	664	2293	175	147	863
Tb927.5.3490	Tb927_05_v5.1	1151549	1151723	.	175	514	763	360	293	545	348	158
Tb927.11.13770	Tb927_11_v5.1	3672541	3672882	.	342	0	4	2	7	0	0	0
Tb927.10.140	Tb927_10_v5.1	65099	67993	.	2895	456	461	109	29	946	698	561
Tb927.9.9840	Tb927_09_v5.1	1560599	1560754	.	156	11	109	40	61	2	2	20
Tb927.11.10590	Tb927_11_v5.1	2822454	2822529	.	76	8	0	0	1	21	14	4
Tb927.8.2510	Tb927_08_v5.1	742921	743072	.	152	2	2	0	2	2	2	5
Tb927.7.4120	Tb927_07_v5.1	1095237	1095989	.	753	85	6	2	6	32	43	23
Tb927.10.8430	Tb927_10_v5.1	2092445	2092542	.	98	413	24	137	2	13	21	5
Tb927.8.3420	Tb927_08_v5.1	1024248	1024401	.	154	275	101	0	14	34	134	229
Tb927.11.2750	Tb927_11_v5.1	806720	807319	.	600	110	41	1	6	558	382	740
Tb927.6.2270	Tb927_06_v5.1	713771	713865	.	95	427	389	265	205	383	359	410
Tb927.11.11570	Tb927_11_v5.1	3105293	3105764	.	472	75	9	2	5	146	164	178
Tb927.8.7840	Tb927_08_v5.1	2288757	2290357	.	1601	3770	2664	1708	673	1847	1554	2736
Tb927.11.11135	Tb927_11_v5.1	2980514	2980821	.	308	28	66	66	47	10	25	8
Tb927.11.6860	Tb927_11_v5.1	1932710	1933000	.	291	59	31	25	2	1	0	2
Tb927.5.1590	Tb927_05_v5.1	563072	563224	.	153	3	1	1	4	0	0	2
Tb927.5.1180	Tb927_05_v5.1	458938	459055	.	118	793	59	99	2	85	61	19
Tb927.8.7000	Tb927_08_v5.1	2016960	2016990	.	31	10	0	2	5	47	66	15
Tb927.1.710	Tb927_01_v5.1	234055	234175	.	121	0	2	0	1	10	0	3
Tb927.11.11820	Tb927_11_v5.1	3172847	3172989	.	143	0	60	39	2	1	0	45
Tb927.8.3070	Tb927_08_v5.1	923648	923784	.	137	61	97	24	17	73	81	122
Tb927.8.2020	Tb927_08_v5.1	638309	638533	.	225	1	4	2	5	0	2	6
Tb927.8.730	Tb927_08_v5.1	204064	204634	.	571	548	150	111	34	21	47	23
Tb927.11.14030	Tb927_11_v5.1	3713493	3713788	.	296	380	795	129	112	745	500	839
Tb927.9.15610	Tb927_09_v5.1	2439768	2440250	.	483	1219	131	63	31	1802	1747	2052
Tb927.6.2790	Tb927_06_v5.1	837358	838205	.	848	908	1446	1840	1666	191	270	251
Tb927.4.3030	Tb927_04_v5.1	804731	804870	.	140	278	109	60	32	1045	569	413
Tb927.11.11370	Tb927_11_v5.1	3038272	3038433	.	162	285	182	93	60	417	226	243
Tb927.11.4420	Tb927_11_v5.1	1278742	1280597	.	1856	799	2502	2435	2774	1535	1163	1534
Tb927.11.11270	Tb927_11_v5.1	3016593	3016824	.	232	0	0	1	4	1	4	4
Tb927.8.3860	Tb927_08_v5.1	1150423	1150493	.	71	0	1	0	0	2	1	3
Tb927.11.10790	Tb927_11_v5.1	2887675	2887873	.	199	957	4534	3696	2437	759	47	31
Tb927.7.6410	Tb927_07_v5.1	1737194	1737335	.	142	568	65	59	1	462	362	370
Tb927.4.3840	Tb927_04_v5.1	1001801	1002059	.	259	3152	1619	446	214	2414	4138	2357
Tb927.8.7040	Tb927_08_v5.1	2023495	2023684	.	190	575	454	95	32	698	461	480
Tb927.9.8490	Tb927_09_v5.1	1375331	1375908	.	578	14	5	1	17	27	25	4
Tb927.9.15630	Tb927_09_v5.1	2443342	2443823	.	482	1239	114	48	66	2305	2375	2651
Tb927.8.3460	Tb927_08_v5.1	1029611	1032263	.	2653	7515	8057	6796	6741	2341	1455	966
Tb927.10.930	Tb927_10_v5.1	255511	256863	.	1353	2781	13654	10199	10143	3201	508	447
Tb927.10.8420	Tb927_10_v5.1	2091211	2091748	.	538	557	77	106	8	994	492	761
Tb927.10.10090	Tb927_10_v5.1	2488726	2488960	.	235	93	365	34	28	140	64	22
Tb927.6.4080	Tb927_06_v5.1	1183727	1183871	.	145	3	18	2	0	32	3	14
Tb927.9.8650	Tb927_09_v5.1	1396168	1396769	.	602	697	79	30	63	2814	1890	1894
Tb927.6.3540	Tb927_06_v5.1	1051768	1052144	.	377	482	46	22	3	23	103	11
Tb927.11.1370	Tb927_11_v5.1	398138	398567	.	430	9	7	1	3	12	6	27
Tb927.11.5190	Tb927_11_v5.1	1483301	1484610	.	1310	701	1785	46	35	24	1	8
Tb927.2.5820	Tb927_02_v5.1	1057091	1057287	.	197	279	249	85	52	140	57	165
Tb927.5.1920	Tb927_05_v5.1	655002	655145	.	144	197	192	123	181	449	396	457
Tb927.11.14140	Tb927_11_v5.1	3747773	3748363	.	591	127	62	22	15	55	37	25
Tb927.2.1680	Tb927_02_v5.1	316280	316387	.	108	302	986	712	502	292	214	176
Tb927.10.3030	Tb927_10_v5.1	795429	795629	.	201	17	10	3	101	48	22	82
Tb927.9.13350	Tb927_09_v5.1	2107291	2107407	.	117	3	2	1	0	6	2	19
Tb927.4.1640	Tb927_04_v5.1	418722	419187	.	466	1888	5844	3333	3603	1461	1258	1205
Tb927.11.13710	Tb927_11_v5.1	3650892	3650937	.	46	22	75	14	7	63	27	44
Tb927.11.14710	Tb927_11_v5.1	3911978	3912157	.	180	0	6	1	4	6	10	13
Tb927.10.14510	Tb927_10_v5.1	3546770	3547264	.	495	401	1176	617	370	900	410	536
Tb927.11.15370	Tb927_11_v5.1	4072262	4073331	.	1070	163	308	143	138	669	332	312
Tb927.11.2240	Tb927_11_v5.1	636410	636778	.	369	39	2	3	2	9	39	86
Tb927.11.5340	Tb927_11_v5.1	1523430	1524111	.	682	105	8	8	13	56	45	79
Tb927.2.6080	Tb927_02_v5.1	1099166	1099351	.	186	3	1	1	2	1	4	1
Tb927.8.6840	Tb927_08_v5.1	1977184	1978049	.	866	4444	2122	1452	1494	4056	1090	2294
Tb927.7.840	Tb927_07_v5.1	200147	200527	.	381	1307	156	542	233	6653	5881	5816
Tb927.11.15255	Tb927_11_v5.1	4049927	4050181	.	255	342	2	1	1	34	90	49
Tb927.10.5630	Tb927_10_v5.1	1406802	1407014	.	213	935	1358	845	877	1328	988	1117
Tb927.11.3710	Tb927_11_v5.1	1092070	1092871	.	802	565	285	99	96	254	216	259
Tb927.7.450	Tb927_07_v5.1	79835	79932	.	98	156	22	8	4	32	16	8
Tb927.5.4410	Tb927_05_v5.1	1365870	1365927	.	58	533	734	407	184	275	132	225
Tb927.9.10470	Tb927_09_v5.1	1643058	1643435	.	378	57	86	45	107	49	31	22
Tb927.11.9730	Tb927_11_v5.1	2634509	2634726	.	218	1330	1180	696	776	449	267	245
Tb927.9.7580	Tb927_09_v5.1	1244686	1244828	.	143	37	30	2	5	79	89	116
Tb927.7.4400	Tb927_07_v5.1	1166402	1168212	.	1811	1426	2213	929	212	2131	2480	2209
Tb927.10.15720	Tb927_10_v5.1	3870266	3870992	.	727	316	1414	396	178	421	236	238
Tb927.1.720	Tb927_01_v5.1	235712	235769	.	58	0	1	1	3	1	0	0
Tb927.11.13240	Tb927_11_v5.1	3550258	3550521	.	264	50	5	95	4	63	30	18
Tb927.11.1960	Tb927_11_v5.1	572963	573078	.	116	1	3	2	1	4	2	3
Tb927.10.9675	Tb927_10_v5.1	2388493	2389099	.	607	0	0	1	0	0	0	0
Tb927.3.5470	Tb927_03_v5.1	1532349	1532939	.	591	1271	131	27	34	352	220	229
Tb927.3.3480	Tb927_03_v5.1	984009	985284	.	1276	2353	351	123	784	2332	2275	1927
Tb927.10.12200	Tb927_10_v5.1	2971588	2971937	.	350	2299	2832	822	477	3815	1230	1229
Tb927.4.1340	Tb927_04_v5.1	351602	351970	.	369	3375	1084	1261	974	1114	168	982
Tb927.9.10560	Tb927_09_v5.1	1660353	1661478	.	1126	190	1120	767	935	192	37	111
Tb927.7.510	Tb927_07_v5.1	98617	99075	.	459	118	2	1	2	18	15	9
Tb927.4.1830	Tb927_04_v5.1	455578	455635	.	58	156	23	17	3	96	111	121
Tb927.9.6620	Tb927_09_v5.1	1087720	1088271	.	552	2588	108	132	32	5331	4431	5895
Tb927.11.2180	Tb927_11_v5.1	619602	619819	.	218	1773	2145	1084	872	318	248	250
Tb927.6.4010	Tb927_06_v5.1	1175380	1175619	.	240	29	22	19	3	13	13	2
Tb927.3.2477	Tb927_03_v5.1	624055	625006	.	952	147	159	31	11	320	238	202
Tb927.9.3470	Tb927_09_v5.1	713703	713814	.	112	6	0	2	15	5	0	3
Tb927.8.3280	Tb927_08_v5.1	985759	985998	.	240	2	4	2	15	20	11	69
Tb927.11.3690	Tb927_11_v5.1	1086434	1086640	.	207	4	0	2	2	46	1	3
Tb927.11.5660	Tb927_11_v5.1	1600798	1600904	.	107	25	9	2	5	61	39	87
Tb927.3.2010	Tb927_03_v5.1	522343	522584	.	242	1463	346	43	18	2168	1725	999
Tb927.10.700	Tb927_10_v5.1	180822	181338	.	517	461	9	8	12	54	30	39
Tb927.8.5080	Tb927_08_v5.1	1500546	1502336	.	1791	1551	4732	2899	1483	1406	278	1473
Tb927.11.7460	Tb927_11_v5.1	2117594	2117817	.	224	440	812	566	258	210	72	142
Tb927.4.940	Tb927_04_v5.1	261057	261221	.	165	498	7	2	11	97	82	61
Tb927.6.4400	Tb927_06_v5.1	1238351	1238418	.	68	364	15	25	18	563	384	385
Tb927.10.4110	Tb927_10_v5.1	1082052	1082178	.	127	3	5	5	4	2	13	3
Tb927.1.2310	Tb927_01_v5.1	567879	568169	.	291	5	21	18	27	4	2	1
Tb927.5.3580	Tb927_05_v5.1	1179278	1179671	.	394	862	238	170	102	2772	2215	2506
Tb927.9.8520	Tb927_09_v5.1	1380967	1381388	.	422	0	23	0	10	46	5	20
Tb927.11.4140	Tb927_11_v5.1	1209540	1209697	.	158	0	1	2	1	1	1	2
Tb927.10.15100	Tb927_10_v5.1	3690187	3690538	.	352	2553	1079	497	13	2045	1352	1381
Tb927.9.10400	Tb927_09_v5.1	1628825	1628939	.	115	29	4	5	0	1	0	2
Tb927.8.4230	Tb927_08_v5.1	1252160	1252920	.	761	2	5	4	4	2	5	6
Tb927.4.880	Tb927_04_v5.1	252292	252446	.	155	137	161	46	185	217	298	143
Tb927.3.5270	Tb927_03_v5.1	1482280	1482494	.	215	41	28	4	14	166	60	146
Tb927.7.6860	Tb927_07_v5.1	1931231	1931536	.	306	4405	3325	1733	1516	4578	4843	4204
Tb927.10.16050	Tb927_10_v5.1	3952960	3953167	.	208	457	580	314	424	1215	505	734
Tb927.10.2810	Tb927_10_v5.1	722096	722895	.	800	1	12	5	54	51	6	4
Tb927.8.3430	Tb927_08_v5.1	1026309	1026506	.	198	0	2	2	1	1	3	1
Tb927.8.6310	Tb927_08_v5.1	1830500	1830620	.	121	609	178	77	23	1136	752	896
Tb927.11.14250	Tb927_11_v5.1	3795082	3795685	.	604	796	2111	1855	2469	462	502	48
Tb927.1.1650	Tb927_01_v5.1	418511	418622	.	112	165	54	9	8	109	69	111
Tb927.11.10880	Tb927_11_v5.1	2905702	2906449	.	748	1244	267	125	185	2662	2487	2793
Tb927.6.3450	Tb927_06_v5.1	1015698	1015910	.	213	207	15	38	3	496	433	484
Tb927.11.7000	Tb927_11_v5.1	1972417	1972579	.	163	96	5	0	4	157	83	235
Tb927.4.5110	Tb927_04_v5.1	1398435	1398839	.	405	4944	23340	21745	19584	2102	631	1296
Tb927.6.1960	Tb927_06_v5.1	644335	644634	.	300	0	3	0	0	2	1	3
Tb927.9.11140	Tb927_09_v5.1	1764245	1764389	.	145	619	71	3	18	2310	1123	2954
Tb927.6.4640	Tb927_06_v5.1	1298416	1298593	.	178	225	81	5	8	316	339	451
Tb927.10.15890	Tb927_10_v5.1	3920504	3920597	.	94	62	13	3	1	17	5	16
Tb927.11.11230	Tb927_11_v5.1	3010251	3010374	.	124	235	185	144	53	270	230	243
Tb927.9.8670	Tb927_09_v5.1	1398553	1399423	.	871	292	32	11	161	48	74	47
Tb927.8.5465	Tb927_08_v5.1	1619642	1619807	.	166	0	0	1	4	0	0	0
Tb927.10.390	Tb927_10_v5.1	104882	106342	.	1461	1353	1273	739	553	1376	1055	1242
Tb927.10.7140	Tb927_10_v5.1	1799793	1800106	.	314	2092	1283	750	461	5447	3914	4510
Tb927.10.3940	Tb927_10_v5.1	1044066	1044172	.	107	518	8	51	12	99	56	1750
Tb927.10.2610	Tb927_10_v5.1	676559	677788	.	1230	1224	125	60	14	1113	1006	1724
Tb927.8.3350	Tb927_08_v5.1	1007012	1007745	.	734	2234	21	26	11	2316	2792	4144
Tb927.9.13130	Tb927_09_v5.1	2076895	2077190	.	296	21	1	5	3	21	1	32
Tb927.4.4620	Tb927_04_v5.1	1276885	1277330	.	446	27	8	3	3	273	184	200
Tb927.5.2860	Tb927_05_v5.1	955842	956660	.	819	2021	2491	1912	1034	1793	1507	2102
Tb927.1.640	Tb927_01_v5.1	220523	220726	.	204	62	5	28	2	18	14	13
Tb927.8.4640	Tb927_08_v5.1	1366318	1366681	.	364	642	547	967	1112	75	66	96
Tb927.6.1420	Tb927_06_v5.1	507914	508168	.	255	1501	162	138	34	819	737	620
Tb927.4.4980	Tb927_04_v5.1	1365845	1365978	.	134	55	10	2	4	268	176	242
Tb927.8.3380	Tb927_08_v5.1	1010938	1012000	.	1063	24	61	16	20	212	41	110
Tb927.10.7040	Tb927_10_v5.1	1773445	1774383	.	939	0	5	2	1	5	1	4
Tb927.10.10100	Tb927_10_v5.1	2491663	2492083	.	421	240	58	46	101	366	324	158
Tb927.4.350	Tb927_04_v5.1	105283	105870	.	588	2003	915	42	189	3737	1982	2315
Tb927.3.5600	Tb927_03_v5.1	1566720	1566861	.	142	3	0	2	6	6	1	1
Tb927.11.12880	Tb927_11_v5.1	3456151	3456546	.	396	1440	947	741	1083	904	164	154
Tb927.11.14840	Tb927_11_v5.1	3941511	3942111	.	601	840	1014	798	483	585	327	670
Tb927.6.3170	Tb927_06_v5.1	945767	946141	.	375	2252	10843	9329	8679	40	27	382
Tb927.11.15100	Tb927_11_v5.1	4012636	4013254	.	619	3130	66	34	21	3004	2055	2453
Tb927.8.3140	Tb927_08_v5.1	937181	937388	.	208	82	2	23	6	4	40	14
Tb927.11.4990	Tb927_11_v5.1	1424469	1425115	.	647	232	189	159	94	141	135	176
Tb927.10.8530	Tb927_10_v5.1	2117428	2118125	.	698	441	85	153	150	672	826	651
Tb927.7.2985	Tb927_07_v5.1	750139	750442	.	304	3	2	6	3	0	1	0
Tb927.6.2020	Tb927_06_v5.1	655736	655861	.	126	0	2	2	10	1	0	2
Tb927.10.7380	Tb927_10_v5.1	1864219	1864745	.	527	1568	119	38	41	1525	292	2135
Tb927.4.2720	Tb927_04_v5.1	718762	719149	.	388	855	21	11	28	422	69	175
Tb927.9.7160	Tb927_09_v5.1	1161171	1161271	.	101	238	129	82	14	194	33	28
Tb927.7.5530	Tb927_07_v5.1	1491967	1492370	.	404	91	1	0	17	492	331	369
Tb927.10.15590	Tb927_10_v5.1	3825145	3825565	.	421	0	10	1	4	1	1	4
Tb927.10.12330	Tb927_10_v5.1	2992262	2992420	.	159	0	2	2	19	3	6	16
Tb927.4.810	Tb927_04_v5.1	228529	228896	.	368	1248	155	37	32	232	97	53
Tb927.2.960	Tb927_02_v5.1	166443	167528	.	1086	826	239	205	132	1277	980	1483
Tb927.8.4730	Tb927_08_v5.1	1387684	1389085	.	1402	3320	630	134	140	4695	4461	4976
Tb927.10.2800	Tb927_10_v5.1	720786	720945	.	160	652	113	4	3	194	76	515
Tb927.7.4100	Tb927_07_v5.1	1087537	1088161	.	625	1035	544	122	48	493	58	266
Tb927.3.5530	Tb927_03_v5.1	1554964	1555793	.	830	26	33	3	58	13	6	5
Tb927.10.10190	Tb927_10_v5.1	2507783	2508146	.	364	5644	460	138	131	10779	9688	8422
Tb927.7.4610	Tb927_07_v5.1	1224067	1224230	.	164	1	3	0	4	10	3	4
Tb927.1.2780	Tb927_01_v5.1	636257	637281	.	1025	91	8	5	14	179	163	196
Tb927.1.3890	Tb927_01_v5.1	832942	833388	.	447	215	479	5	17	848	478	753
Tb927.11.8090	Tb927_11_v5.1	2268867	2271705	.	2839	1550	186	76	58	209	140	101
Tb927.10.11430	Tb927_10_v5.1	2787211	2787406	.	196	370	9	61	2	7	1	2
Tb927.7.5270	Tb927_07_v5.1	1394447	1395000	.	554	1544	65	128	153	1370	1145	1779
Tb927.9.13070	Tb927_09_v5.1	2069454	2070602	.	1149	2391	11107	9633	6520	1679	1432	2214
Tb927.8.3530	Tb927_08_v5.1	1057219	1057496	.	278	6	74	20	67	7	5	6
Tb927.10.14020	Tb927_10_v5.1	3415897	3416048	.	152	230	116	89	51	95	235	114
Tb927.11.12420	Tb927_11_v5.1	3324017	3326841	.	2825	9265	489	188	69	7177	5095	7484
Tb927.2.1720	Tb927_02_v5.1	321656	321705	.	50	527	320	127	46	664	377	385
Tb927.11.9810	Tb927_11_v5.1	2649403	2649460	.	58	512	565	156	340	83	152	506
Tb927.11.15350	Tb927_11_v5.1	4070018	4070208	.	191	4	0	0	0	3	0	1
Tb927.10.5620	Tb927_10_v5.1	1405378	1405825	.	448	124	236	320	557	58	52	53
Tb927.11.12960	Tb927_11_v5.1	3469947	3470202	.	256	637	1383	590	161	782	427	618
Tb927.3.3710	Tb927_03_v5.1	1034817	1034901	.	85	216	415	53	133	248	119	80
Tb927.9.5650	Tb927_09_v5.1	972403	972768	.	366	855	441	379	651	31	16	10
Tb927.7.240	Tb927_07_v5.1	44231	44290	.	60	0	12	0	21	4	2	2
Tb927.4.1500	Tb927_04_v5.1	381073	381486	.	414	1967	420	114	25	1049	714	741
Tb927.9.5680	Tb927_09_v5.1	975531	975811	.	281	1760	832	369	129	917	334	239
Tb927.8.6190	Tb927_08_v5.1	1801893	1802670	.	778	2062	873	949	574	2712	2552	2721
Tb927.7.4580	Tb927_07_v5.1	1215905	1217201	.	1297	586	213	119	34	1172	1113	1097
